Y11 imS X,Y11 imS Y
302000000,-0.355978613760279
303000000,-0.3552583263689074
304000000,-0.3545395592364206
305000000,-0.3538223259093192
306000000,-0.3531066394857182
307000000,-0.3523925126248967
308000000,-0.3516799575566684
309000000,-0.3509689860905595
310000000,-0.3502596096248137
311000000,-0.3495518391552135
312000000,-0.34884568528373
313000000,-0.3481411582270072
314000000,-0.3474382678246677
315000000,-0.3467370235474643
316000000,-0.3460374345052651
317000000,-0.3453395094548816
318000000,-0.3446432568077431
319000000,-0.3439486846374164
320000000,-0.3432558006869763
321000000,-0.3425646123762354
322000000,-0.3418751268088208
323000000,-0.3411873507791162
324000000,-0.3405012907790647
325000000,-0.3398169530048369
326000000,-0.3391343433633616
327000000,-0.3384534674787318
328000000,-0.33777433069848
329000000,-0.3370969380997274
330000000,-0.3364212944952119
331000000,-0.335747404439193
332000000,-0.335075272233243
333000000,-0.3344049019319157
334000000,-0.3337362973483076
335000000,-0.3330694620595031
336000000,-0.3324043994119111
337000000,-0.3317411125264996
338000000,-0.3310796043039137
339000000,-0.3304198774295036
340000000,-0.3297619343782416
341000000,-0.3291057774195458
342000000,-0.3284514086220018
343000000,-0.3277988298579951
344000000,-0.3271480428082427
345000000,-0.3264990489662401
346000000,-0.3258518496426136
347000000,-0.3252064459693874
348000000,-0.3245628389041602
349000000,-0.323921029234203
350000000,-0.3232810175804716
351000000,-0.3226428044015323
352000000,-0.3220063899974177
353000000,-0.3213717745133956
354000000,-0.3207389579436672
355000000,-0.3201079401349849
356000000,-0.3194787207902012
357000000,-0.3188512994717439
358000000,-0.318225675605016
359000000,-0.3176018484817342
360000000,-0.3169798172631931
361000000,-0.3163595809834643
362000000,-0.3157411385525326
363000000,-0.3151244887593631
364000000,-0.3145096302749109
365000000,-0.3138965616550639
366000000,-0.3132852813435309
367000000,-0.3126757876746655
368000000,-0.3120680788762349
369000000,-0.3114621530721291
370000000,-0.310858008285019
371000000,-0.3102556424389546
372000000,-0.3096550533619128
373000000,-0.3090562387882922
374000000,-0.3084591963613557
375000000,-0.3078639236356225
376000000,-0.3072704180792116
377000000,-0.3066786770761383
378000000,-0.3060886979285575
379000000,-0.3055004778589671
380000000,-0.3049140140123608
381000000,-0.3043293034583413
382000000,-0.3037463431931835
383000000,-0.303165130141858
384000000,-0.3025856611600152
385000000,-0.3020079330359201
386000000,-0.301431942492358
387000000,-0.3008576861884866
388000000,-0.3002851607216641
389000000,-0.2997143626292278
390000000,-0.2991452883902396
391000000,-0.2985779344271953
392000000,-0.2980122971076985
393000000,-0.2974483727460955
394000000,-0.2968861576050819
395000000,-0.2963256478972687
396000000,-0.2957668397867208
397000000,-0.2952097293904601
398000000,-0.2946543127799364
399000000,-0.2941005859824704
400000000,-0.2935485449826623
401000000,-0.2929981857237723
402000000,-0.2924495041090718
403000000,-0.2919024960031659
404000000,-0.2913571572332869
405000000,-0.2908134835905604
406000000,-0.2902714708312452
407000000,-0.2897311146779457
408000000,-0.2891924108207987
409000000,-0.2886553549186348
410000000,-0.288119942600113
411000000,-0.2875861694648355
412000000,-0.2870540310844325
413000000,-0.2865235230036284
414000000,-0.2859946407412812
415000000,-0.285467379791403
416000000,-0.2849417356241545
417000000,-0.2844177036868215
418000000,-0.2838952794047667
419000000,-0.283374458182363
420000000,-0.2828552354039063
421000000,-0.2823376064345073
422000000,-0.2818215666209631
423000000,-0.2813071112926114
424000000,-0.2807942357621656
425000000,-0.2802829353265289
426000000,-0.2797732052675944
427000000,-0.2792650408530239
428000000,-0.2787584373370111
429000000,-0.2782533899610276
430000000,-0.2777498939545514
431000000,-0.2772479445357802
432000000,-0.2767475369123283
433000000,-0.2762486662819068
434000000,-0.2757513278329896
435000000,-0.275255516745465
436000000,-0.274761228191269
437000000,-0.2742684573350093
438000000,-0.2737771993345705
439000000,-0.2732874493417086
440000000,-0.2727992025026295
441000000,-0.2723124539585551
442000000,-0.2718271988462777
443000000,-0.2713434322986992
444000000,-0.2708611494453594
445000000,-0.2703803454129511
446000000,-0.2699010153258234
447000000,-0.2694231543064737
448000000,-0.2689467574760266
449000000,-0.2684718199547043
450000000,-0.2679983368622826
451000000,-0.2675263033185378
452000000,-0.2670557144436827
453000000,-0.266586565358793
454000000,-0.2661188511862204
455000000,-0.2656525670500005
456000000,-0.2651877080762448
457000000,-0.2647242693935304
458000000,-0.2642622461332725
459000000,-0.2638016334300943
460000000,-0.2633424264221825
461000000,-0.2628846202516384
462000000,-0.262428210064817
463000000,-0.2619731910126598
464000000,-0.261519558251017
465000000,-0.2610673069409645
466000000,-0.2606164322491091
467000000,-0.26016692934789
468000000,-0.2597187934158696
469000000,-0.2592720196380173
470000000,-0.2588266032059874
471000000,-0.2583825393183876
472000000,-0.2579398231810422
473000000,-0.2574984500072485
474000000,-0.2570584150180234
475000000,-0.2566197134423472
476000000,-0.2561823405173994
477000000,-0.2557462914887867
478000000,-0.2553115616107673
479000000,-0.2548781461464665
480000000,-0.2544460403680891
481000000,-0.2540152395571225
482000000,-0.2535857390045378
483000000,-0.2531575340109828
484000000,-0.2527306198869679
485000000,-0.2523049919530538
486000000,-0.2518806455400233
487000000,-0.2514575759890569
488000000,-0.2510357786518995
489000000,-0.2506152488910216
490000000,-0.2501959820797769
491000000,-0.249777973602556
492000000,-0.249361218854932
493000000,-0.2489457132438062
494000000,-0.2485314521875455
495000000,-0.248118431116117
496000000,-0.2477066454712183
497000000,-0.2472960907064036
498000000,-0.2468867622872057
499000000,-0.2464786556912533
500000000,-0.2460717664083851
501000000,-0.24566608994076
502000000,-0.245261621802963
503000000,-0.2448583575221085
504000000,-0.2444562926379387
505000000,-0.2440554227029182
506000000,-0.2436557432823282
507000000,-0.243257249954353
508000000,-0.2428599383101657
509000000,-0.2424638039540109
510000000,-0.2420688425032828
511000000,-0.2416750495886015
512000000,-0.2412824208538849
513000000,-0.2408909519564195
514000000,-0.2405006385669256
515000000,-0.2401114763696232
516000000,-0.2397234610622917
517000000,-0.2393365883563286
518000000,-0.2389508539768058
519000000,-0.2385662536625218
520000000,-0.2381827831660532
521000000,-0.237800438253803
522000000,-0.2374192147060442
523000000,-0.2370391083169668
524000000,-0.2366601148947148
525000000,-0.2362822302614267
526000000,-0.2359054502532728
527000000,-0.2355297707204876
528000000,-0.2351551875274031
529000000,-0.2347816965524785
530000000,-0.2344092936883275
531000000,-0.2340379748417459
532000000,-0.2336677359337344
533000000,-0.2332985728995203
534000000,-0.2329304816885791
535000000,-0.232563458264652
536000000,-0.2321974986057631
537000000,-0.2318325987042342
538000000,-0.2314687545666971
539000000,-0.2311059622141075
540000000,-0.2307442176817514
541000000,-0.2303835170192573
542000000,-0.2300238562906002
543000000,-0.2296652315741084
544000000,-0.229307638962467
545000000,-0.2289510745627194
546000000,-0.22859553449627
547000000,-0.2282410148988822
548000000,-0.2278875119206775
549000000,-0.2275350217261327
550000000,-0.2271835404940746
551000000,-0.2268330644176753
552000000,-0.2264835897044451
553000000,-0.2261351125762252
554000000,-0.2257876292691769
555000000,-0.2254411360337732
556000000,-0.2250956291347867
557000000,-0.2247511048512762
558000000,-0.2244075594765757
559000000,-0.2240649893182771
560000000,-0.2237233906982165
561000000,-0.2233827599524572
562000000,-0.2230430934312724
563000000,-0.2227043874991263
564000000,-0.2223666385346556
565000000,-0.2220298429306501
566000000,-0.2216939970940288
567000000,-0.2213590974458214
568000000,-0.2210251404211447
569000000,-0.2206921224691769
570000000,-0.2203600400531378
571000000,-0.2200288896502602
572000000,-0.2196986677517656
573000000,-0.2193693708628382
574000000,-0.2190409955025971
575000000,-0.2187135382040697
576000000,-0.2183869955141616
577000000,-0.2180613639936299
578000000,-0.217736640217051
579000000,-0.2174128207727933
580000000,-0.2170899022629835
581000000,-0.216767881303478
582000000,-0.216446754523829
583000000,-0.2161265185672523
584000000,-0.2158071700905961
585000000,-0.2154887057643054
586000000,-0.2151711222723898
587000000,-0.2148544163123874
588000000,-0.2145385845953314
589000000,-0.2142236238457149
590000000,-0.2139095308014538
591000000,-0.2135963022138518
592000000,-0.2132839348475639
593000000,-0.2129724254805587
594000000,-0.2126617709040819
595000000,-0.2123519679226182
596000000,-0.2120430133538536
597000000,-0.211734904028637
598000000,-0.2114276367909413
599000000,-0.2111212084978243
600000000,-0.2108156160193905
601000000,-0.2105108562387498
602000000,-0.2102069260519789
603000000,-0.2099038223680814
604000000,-0.2096015421089462
605000000,-0.2093000822093078
606000000,-0.2089994396167047
607000000,-0.2086996112914389
608000000,-0.2084005942065352
609000000,-0.2081023853476976
610000000,-0.2078049817132691
611000000,-0.2075083803141896
612000000,-0.2072125781739537
613000000,-0.2069175723285682
614000000,-0.2066233598265091
615000000,-0.2063299377286804
616000000,-0.2060373031083695
617000000,-0.2057454530512061
618000000,-0.205454384655117
619000000,-0.2051640950302855
620000000,-0.2048745812991058
621000000,-0.2045858405961401
622000000,-0.2042978700680761
623000000,-0.2040106668736817
624000000,-0.2037242281837628
625000000,-0.2034385511811183
626000000,-0.2031536330604967
627000000,-0.2028694710285519
628000000,-0.2025860623037992
629000000,-0.202303404116571
630000000,-0.2020214937089731
631000000,-0.2017403283348396
632000000,-0.201459905259689
633000000,-0.2011802217606807
634000000,-0.2009012751265686
635000000,-0.200623062657659
636000000,-0.2003455816657641
637000000,-0.2000688294741595
638000000,-0.1997928034175371
639000000,-0.199517500841964
640000000,-0.1992429191048342
641000000,-0.1989690555748282
642000000,-0.1986959076318645
643000000,-0.1984234726670577
644000000,-0.1981517480826736
645000000,-0.1978807312920826
646000000,-0.1976104197197203
647000000,-0.197340810801036
648000000,-0.1970719019824549
649000000,-0.196803690721329
650000000,-0.1965361744858956
651000000,-0.1962693507552313
652000000,-0.1960032170192091
653000000,-0.195737770778453
654000000,-0.195473009544294
655000000,-0.195208930838727
656000000,-0.1949455321943648
657000000,-0.1946828111543968
658000000,-0.1944207652725419
659000000,-0.1941593921130068
660000000,-0.1938986892504415
661000000,-0.1936386542698951
662000000,-0.193379284766773
663000000,-0.1931205783467926
664000000,-0.1928625326259397
665000000,-0.1926051452304254
666000000,-0.192348413796642
667000000,-0.1920923359711211
668000000,-0.1918369094104891
669000000,-0.1915821317814233
670000000,-0.1913280007606121
671000000,-0.1910745140347072
672000000,-0.1908216693002858
673000000,-0.190569464263804
674000000,-0.1903178966415565
675000000,-0.1900669641596313
676000000,-0.1898166645538713
677000000,-0.1895669955698278
678000000,-0.1893179549627198
679000000,-0.1890695404973941
680000000,-0.1888217499482789
681000000,-0.1885745810993449
682000000,-0.1883280317440632
683000000,-0.1880820996853622
684000000,-0.1878367827355871
685000000,-0.1875920787164579
686000000,-0.1873479854590285
687000000,-0.1871045008036451
688000000,-0.1868616225999046
689000000,-0.1866193487066141
690000000,-0.1863776769917509
691000000,-0.1861366053324193
692000000,-0.1858961316148119
693000000,-0.1856562537341692
694000000,-0.1854169695947378
695000000,-0.1851782771097301
696000000,-0.184940174201286
697000000,-0.1847026588004317
698000000,-0.1844657288470387
699000000,-0.1842293822897864
700000000,-0.18399361708612
701000000,-0.1837584312022127
702000000,-0.183523822612926
703000000,-0.1832897893017697
704000000,-0.1830563292608638
705000000,-0.182823440490898
706000000,-0.1825911210010954
707000000,-0.1823593688091706
708000000,-0.1821281819412943
709000000,-0.1818975584320523
710000000,-0.1816674963244081
711000000,-0.181437993669666
712000000,-0.1812090485274302
713000000,-0.1809806589655702
714000000,-0.1807528230601808
715000000,-0.1805255388955456
716000000,-0.1802988045640982
717000000,-0.1800726181663869
718000000,-0.1798469778110355
719000000,-0.1796218816147075
720000000,-0.1793973277020686
721000000,-0.1791733142057511
722000000,-0.1789498392663146
723000000,-0.1787269010322128
724000000,-0.1785044976597551
725000000,-0.1782826273130706
726000000,-0.1780612881640725
727000000,-0.1778404783924223
728000000,-0.1776201961854935
729000000,-0.177400439738336
730000000,-0.1771812072536414
731000000,-0.1769624969417068
732000000,-0.1767443070204002
733000000,-0.1765266357151243
734000000,-0.176309481258783
735000000,-0.1760928418917465
736000000,-0.1758767158618154
737000000,-0.1756611014241866
738000000,-0.1754459968414217
739000000,-0.1752314003834074
740000000,-0.1750173103273271
741000000,-0.1748037249576227
742000000,-0.1745906425659632
743000000,-0.1743780614512106
744000000,-0.1741659799193856
745000000,-0.1739543962836357
746000000,-0.1737433088642006
747000000,-0.17353271598838
748000000,-0.1733226159904996
749000000,-0.1731130072118804
750000000,-0.1729038880008041
751000000,-0.1726952567124809
752000000,-0.1724871117090184
753000000,-0.1722794513593881
754000000,-0.1720722740393931
755000000,-0.1718655781316387
756000000,-0.1716593620254963
757000000,-0.1714536241170762
758000000,-0.1712483628091931
759000000,-0.1710435765113355
760000000,-0.1708392636396361
761000000,-0.1706354226168375
762000000,-0.1704320518722646
763000000,-0.1702291498417908
764000000,-0.17002671496781
765000000,-0.1698247456992042
766000000,-0.1696232404913137
767000000,-0.1694221978059078
768000000,-0.1692216161111517
769000000,-0.1690214938815812
770000000,-0.1688218295980684
771000000,-0.1686226217477945
772000000,-0.1684238688242186
773000000,-0.1682255693270508
774000000,-0.1680277217622202
775000000,-0.1678303246418475
776000000,-0.1676333764842142
777000000,-0.1674368758137354
778000000,-0.1672408211609313
779000000,-0.1670452110623959
780000000,-0.166850044060772
781000000,-0.1666553187047197
782000000,-0.16646103354889
783000000,-0.166267187153897
784000000,-0.1660737780862885
785000000,-0.1658808049185184
786000000,-0.1656882662289208
787000000,-0.1654961606016802
788000000,-0.1653044866268044
789000000,-0.165113242900099
790000000,-0.1649224280231369
791000000,-0.1647320406032359
792000000,-0.1645420792534265
793000000,-0.1643525425924291
794000000,-0.1641634292446254
795000000,-0.1639747378400332
796000000,-0.1637864670142777
797000000,-0.1635986154085675
798000000,-0.1634111816696675
799000000,-0.1632241644498725
800000000,-0.1630375624069814
801000000,-0.1628513742042726
802000000,-0.1626655985104773
803000000,-0.1624802339997525
804000000,-0.1622952793516586
805000000,-0.162110733251132
806000000,-0.1619265943884611
807000000,-0.1617428614592589
808000000,-0.1615595331644413
809000000,-0.1613766082102008
810000000,-0.161194085307981
811000000,-0.161011963174452
812000000,-0.1608302405314886
813000000,-0.160648916106143
814000000,-0.1604679886306214
815000000,-0.1602874568422598
816000000,-0.1601073194835018
817000000,-0.1599275753018717
818000000,-0.159748223049952
819000000,-0.1595692614853616
820000000,-0.159390689370729
821000000,-0.1592125054736723
822000000,-0.1590347085667719
823000000,-0.1588572974275518
824000000,-0.1586802708384523
825000000,-0.1585036275868113
826000000,-0.1583273664648366
827000000,-0.1581514862695876
828000000,-0.1579759858029501
829000000,-0.1578008638716142
830000000,-0.1576261192870533
831000000,-0.1574517508655003
832000000,-0.157277757427924
833000000,-0.1571041378000115
834000000,-0.1569308908121427
835000000,-0.1567580152993686
836000000,-0.1565855101013904
837000000,-0.1564133740625389
838000000,-0.1562416060317507
839000000,-0.1560702048625482
840000000,-0.1558991694130183
841000000,-0.1557284985457901
842000000,-0.1555581911280148
843000000,-0.1553882460313453
844000000,-0.1552186621319133
845000000,-0.1550494383103101
846000000,-0.154880573451565
847000000,-0.1547120664451262
848000000,-0.1545439161848385
849000000,-0.1543761215689231
850000000,-0.1542086814999594
851000000,-0.154041594884862
852000000,-0.1538748606348622
853000000,-0.1537084776654886
854000000,-0.1535424448965449
855000000,-0.1533767612520925
856000000,-0.1532114256604297
857000000,-0.1530464370540723
858000000,-0.1528817943697334
859000000,-0.1527174965483064
860000000,-0.1525535425348424
861000000,-0.1523899312785334
862000000,-0.152226661732691
863000000,-0.1520637328547308
864000000,-0.1519011436061499
865000000,-0.1517388929525115
866000000,-0.1515769798634212
867000000,-0.1514154033125153
868000000,-0.1512541622774351
869000000,-0.1510932557398135
870000000,-0.150932682685255
871000000,-0.1507724421033161
872000000,-0.1506125329874907
873000000,-0.1504529543351873
874000000,-0.1502937051477145
875000000,-0.1501347844302622
876000000,-0.1499761911918835
877000000,-0.1498179244454765
878000000,-0.1496599832077678
879000000,-0.1495023664992955
880000000,-0.1493450733443878
881000000,-0.1491881027711516
882000000,-0.1490314538114502
883000000,-0.1488751255008881
884000000,-0.1487191168787955
885000000,-0.1485634269882075
886000000,-0.14840805487585
887000000,-0.1482529995921223
888000000,-0.1480982601910806
889000000,-0.1479438357304196
890000000,-0.1477897252714581
891000000,-0.1476359278791208
892000000,-0.1474824426219241
893000000,-0.1473292685719563
894000000,-0.1471764048048644
895000000,-0.1470238503998362
896000000,-0.1468716044395856
897000000,-0.146719666010335
898000000,-0.1465680342018001
899000000,-0.1464167081071744
900000000,-0.1462656868231126
901000000,-0.1461149694497169
902000000,-0.1459645550905171
903000000,-0.1458144428524595
904000000,-0.1456646318458905
905000000,-0.1455151211845377
906000000,-0.1453659099855002
907000000,-0.1452169973692285
908000000,-0.1450683824595119
909000000,-0.144920064383463
910000000,-0.1447720422715022
911000000,-0.1446243152573428
912000000,-0.1444768824779767
913000000,-0.14432974307366
914000000,-0.144182896187896
915000000,-0.1440363409674231
916000000,-0.1438900765621994
917000000,-0.1437441021253875
918000000,-0.1435984168133411
919000000,-0.1434530197855904
920000000,-0.1433079102048261
921000000,-0.1431630872368896
922000000,-0.1430185500507536
923000000,-0.1428742978185104
924000000,-0.1427303297153599
925000000,-0.1425866449195915
926000000,-0.1424432426125735
927000000,-0.1423001219787392
928000000,-0.1421572822055702
929000000,-0.1420147224835865
930000000,-0.1418724420063305
931000000,-0.141730439970354
932000000,-0.1415887155752064
933000000,-0.1414472680234173
934000000,-0.1413060965204889
935000000,-0.1411652002748771
936000000,-0.1410245784979829
937000000,-0.1408842304041353
938000000,-0.1407441552105818
939000000,-0.1406043521374732
940000000,-0.1404648204078523
941000000,-0.1403255592476373
942000000,-0.1401865678856157
943000000,-0.1400478455534245
944000000,-0.1399093914855426
945000000,-0.1397712049192758
946000000,-0.139633285094744
947000000,-0.1394956312548709
948000000,-0.13935824264537
949000000,-0.1392211185147309
950000000,-0.1390842581142107
951000000,-0.1389476606978184
952000000,-0.138811325522304
953000000,-0.1386752518471476
954000000,-0.1385394389345449
955000000,-0.1384038860493964
956000000,-0.1382685924592972
957000000,-0.1381335574345214
958000000,-0.1379987802480141
959000000,-0.137864260175377
960000000,-0.1377299964948584
961000000,-0.1375959884873399
962000000,-0.137462235436326
963000000,-0.1373287366279335
964000000,-0.1371954913508776
965000000,-0.1370624988964622
966000000,-0.1369297585585682
967000000,-0.1367972696336425
968000000,-0.1366650314206865
969000000,-0.1365330432212431
970000000,-0.1364013043393907
971000000,-0.1362698140817251
972000000,-0.1361385717573557
973000000,-0.1360075766778879
974000000,-0.135876828157418
975000000,-0.1357463255125172
976000000,-0.1356160680622256
977000000,-0.1354860551280373
978000000,-0.1353562860338932
979000000,-0.1352267601061671
980000000,-0.135097476673658
981000000,-0.1349684350675777
982000000,-0.134839634621541
983000000,-0.134711074671556
984000000,-0.1345827545560119
985000000,-0.13445467361567
986000000,-0.1343268311936532
987000000,-0.1341992266354368
988000000,-0.1340718592888351
989000000,-0.1339447285039951
990000000,-0.1338178336333847
991000000,-0.1336911740317817
992000000,-0.133564749056266
993000000,-0.1334385580662083
994000000,-0.13331260042326
995000000,-0.1331868754913447
996000000,-0.133061382636646
997000000,-0.1329361212276019
998000000,-0.1328110906348902
999000000,-0.1326862902314224
1000000000,-0.1325617193923323
1001000000,-0.1324373774949683
1002000000,-0.1323132639188817
1003000000,-0.1321893780458182
1004000000,-0.1320657192597091
1005000000,-0.1319422869466612
1006000000,-0.131819080494948
1007000000,-0.131696099295
1008000000,-0.1315733427393951
1009000000,-0.1314508102228509
1010000000,-0.1313285011422139
1011000000,-0.1312064148964515
1012000000,-0.1310845508866429
1013000000,-0.1309629085159684
1014000000,-0.1308414871897041
