Z11 imOhm X,Z11 imOhm Y
10000000,0.07466767160950982
11000000,0.08213435429596216
12000000,0.08960101285424177
13000000,0.0970676450942411
14000000,0.1045342488267293
15000000,0.1120008218634253
16000000,0.1194673620170706
17000000,0.1269338671015035
18000000,0.1344003349317287
19000000,0.1418667633239945
20000000,0.149333150095861
21000000,0.1567994930662778
22000000,0.1642657900556497
23000000,0.1717320388859188
24000000,0.1791982373806286
25000000,0.1866643833649997
26000000,0.1941304746660027
27000000,0.2015965091124314
28000000,0.2090624845349705
29000000,0.2165283987662738
30000000,0.2239942496410326
31000000,0.2314600349960478
32000000,0.2389257526703023
33000000,0.246391400505037
34000000,0.253856976343811
35000000,0.2613224780325878
36000000,0.2687879034197954
37000000,0.2762532503564046
38000000,0.2837185166959947
39000000,0.2911837002948269
40000000,0.298648799011919
41000000,0.3061138107091117
42000000,0.3135787332511368
43000000,0.3210435645056932
44000000,0.3285083023435146
45000000,0.3359729446384407
46000000,0.3434374892674852
47000000,0.3509019341109084
48000000,0.3583662770522803
49000000,0.3658305159785581
50000000,0.3732946487801511
51000000,0.3807586733509901
52000000,0.3882225875885941
53000000,0.3956863893941418
54000000,0.4031500766725403
55000000,0.4106136473324877
56000000,0.4180770992865478
57000000,0.4255404304512099
58000000,0.433003638746964
59000000,0.4404667220983621
60000000,0.447929678434088
61000000,0.4553925056870217
62000000,0.462855201794302
63000000,0.4703177646974051
64000000,0.4777801923421919
65000000,0.4852424826789863
66000000,0.4927046336626382
67000000,0.5001666432525844
68000000,0.5076285094129186
69000000,0.5150902301124425
70000000,0.522551803324748
71000000,0.5300132270282646
72000000,0.5374744992063317
73000000,0.5449356178472534
74000000,0.5523965809443742
75000000,0.5598573864961245
76000000,0.5673180325060974
77000000,0.5747785169830913
78000000,0.5822388379411891
79000000,0.5896989933998148
80000000,0.5971589813837856
81000000,0.604618799923373
82000000,0.61207844705437
83000000,0.619537920818148
84000000,0.6269972192617072
85000000,0.634456340437743
86000000,0.641915282404702
87000000,0.6493740432268387
88000000,0.6568326209742742
89000000,0.6642910137230464
90000000,0.6717492195551759
91000000,0.6792072365587138
92000000,0.6866650628278013
93000000,0.6941226964627298
94000000,0.7015801355699758
95000000,0.7090373782622836
96000000,0.7164944226586926
97000000,0.7239512668846085
98000000,0.7314079090718512
99000000,0.7388643473586967
100000000,0.7463205798899499
101000000,0.7537766048169787
102000000,0.7612324202977675
103000000,0.7686880244969796
104000000,0.7761434155859934
105000000,0.7835985917429596
106000000,0.7910535511528489
107000000,0.7985082920075066
108000000,0.8059628125056821
109000000,0.8134171108531075
110000000,0.8208711852625167
111000000,0.8283250339537088
112000000,0.835778655153586
113000000,0.8432320470962109
114000000,0.8506852080228361
115000000,0.8581381361819682
116000000,0.8655908298293893
117000000,0.8730432872282299
118000000,0.880495506648993
119000000,0.887947486369598
120000000,0.8953992246754328
121000000,0.9028507198593893
122000000,0.9103019702219035
123000000,0.9177529740710174
124000000,0.925203729722385
125000000,0.9326542354993375
126000000,0.9401044897329233
127000000,0.9475544907619373
128000000,0.9550042369329664
129000000,0.9624537266004225
130000000,0.9699029581265901
131000000,0.9773519298816554
132000000,0.984800640243747
133000000,0.9922490875989753
134000000,0.9996972703414634
135000000,1.007145186873378
136000000,1.014592835604985
137000000,1.022040214954662
138000000,1.029487323348946
139000000,1.036934159222559
140000000,1.04438072101845
141000000,1.051827007187819
142000000,1.059273016190156
143000000,1.066718746493263
144000000,1.0741641965733
145000000,1.081609364914812
146000000,1.089054250010741
147000000,1.096498850362491
148000000,1.103943164479912
149000000,1.111387190881373
150000000,1.11883092809377
151000000,1.126274374652543
152000000,1.133717529101716
153000000,1.141160389993941
154000000,1.14860295589049
155000000,1.156045225361303
156000000,1.163487196985002
157000000,1.17092886934893
158000000,1.178370241049159
159000000,1.185811310690541
160000000,1.193252076886684
161000000,1.200692538260016
162000000,1.208132693441804
163000000,1.215572541072153
164000000,1.223012079800052
165000000,1.230451308283374
166000000,1.237890225188913
167000000,1.245328829192399
168000000,1.252767118978507
169000000,1.260205093240891
170000000,1.267642750682203
171000000,1.275080090014088
172000000,1.282517109957235
173000000,1.289953809241358
174000000,1.297390186605256
175000000,1.304826240796787
176000000,1.312261970572894
177000000,1.319697374699647
178000000,1.32713245195223
179000000,1.334567201114957
180000000,1.342001620981296
181000000,1.349435710353875
182000000,1.356869468044505
183000000,1.364302892874169
184000000,1.371735983673065
185000000,1.379168739280599
186000000,1.386601158545384
187000000,1.394033240325266
188000000,1.401464983487365
189000000,1.408896386908005
190000000,1.41632744947279
191000000,1.423758170076602
192000000,1.43118854762358
193000000,1.438618581027158
194000000,1.446048269210052
195000000,1.453477611104276
196000000,1.460906605651153
197000000,1.468335251801304
198000000,1.475763548514679
199000000,1.483191494760519
200000000,1.490619089517415
201000000,1.498046331773271
202000000,1.505473220525311
203000000,1.512899754780108
204000000,1.520325933553567
205000000,1.527751755870911
206000000,1.535177220766732
207000000,1.542602327284927
208000000,1.55002707447876
209000000,1.557451461410805
210000000,1.564875487153017
211000000,1.572299150786648
212000000,1.57972245140232
213000000,1.587145388099967
214000000,1.59456795998887
215000000,1.601990166187654
216000000,1.609412005824226
217000000,1.61683347803588
218000000,1.624254581969189
219000000,1.631675316780059
220000000,1.63909568163371
221000000,1.646515675704665
222000000,1.653935298176769
223000000,1.661354548243121
224000000,1.668773425106161
225000000,1.676191927977583
226000000,1.68361005607837
227000000,1.691027808638771
228000000,1.698445184898307
229000000,1.705862184105735
230000000,1.713278805519076
231000000,1.720695048405576
232000000,1.728110912041719
233000000,1.735526395713204
234000000,1.742941498714918
235000000,1.750356220350987
236000000,1.757770559934686
237000000,1.765184516788466
238000000,1.772598090243974
239000000,1.780011279641987
240000000,1.787424084332415
241000000,1.794836503674309
242000000,1.802248537035819
243000000,1.809660183794217
244000000,1.817071443335842
245000000,1.824482315056098
246000000,1.831892798359486
247000000,1.839302892659506
248000000,1.846712597378711
249000000,1.854121911948656
250000000,1.8615308358099
251000000,1.868939368411975
252000000,1.87634750921338
253000000,1.883755257681558
254000000,1.891162613292889
255000000,1.898569575532649
256000000,1.905976143895037
257000000,1.913382317883096
258000000,1.92078809700875
259000000,1.928193480792745
260000000,1.935598468764658
261000000,1.943003060462861
262000000,1.950407255434515
263000000,1.957811053235529
264000000,1.96521445343056
265000000,1.972617455592975
266000000,1.980020059304863
267000000,1.98742226415696
268000000,1.994824069748664
269000000,2.002225475688046
270000000,2.009626481591734
271000000,2.017027087084973
272000000,2.024427291801577
273000000,2.031827095383899
274000000,2.039226497482812
275000000,2.046625497757692
276000000,2.054024095876372
277000000,2.061422291515159
278000000,2.068820084358778
279000000,2.076217474100348
280000000,2.083614460441349
281000000,2.091011043091663
282000000,2.098407221769444
283000000,2.105802996201177
284000000,2.113198366121614
285000000,2.120593331273752
286000000,2.127987891408818
287000000,2.135382046286241
288000000,2.142775795673593
289000000,2.150169139346625
290000000,2.157562077089179
291000000,2.164954608693194
292000000,2.172346733958663
293000000,2.179738452693635
294000000,2.187129764714115
295000000,2.194520669844149
296000000,2.201911167915692
297000000,2.20930125876861
298000000,2.216690942250696
299000000,2.224080218217584
300000000,2.231469086532725
301000000,2.238857547067435
302000000,2.246245599700717
303000000,2.253633244319377
304000000,2.261020480817936
305000000,2.268407309098579
306000000,2.275793729071151
307000000,2.283179740653111
308000000,2.290565343769538
309000000,2.29795053835305
310000000,2.305335324343816
311000000,2.312719701689468
312000000,2.320103670345145
313000000,2.327487230273429
314000000,2.334870381444262
315000000,2.34225312383501
316000000,2.349635457430352
317000000,2.357017382222287
318000000,2.364398898210095
319000000,2.371780005400296
320000000,2.379160703806618
321000000,2.386540993449983
322000000,2.393920874358477
323000000,2.401300346567259
324000000,2.408679410118581
325000000,2.416058065061788
326000000,2.423436311453193
327000000,2.430814149356118
328000000,2.438191578840813
329000000,2.445568599984477
330000000,2.452945212871156
331000000,2.460321417591762
332000000,2.467697214244033
333000000,2.475072602932455
334000000,2.482447583768296
335000000,2.489822156869528
336000000,2.497196322360775
337000000,2.504570080373356
338000000,2.511943431045152
339000000,2.519316374520638
340000000,2.526688910950829
341000000,2.534061040493264
342000000,2.541432763311906
343000000,2.548804079577224
344000000,2.556174989466017
345000000,2.5635454931615
346000000,2.570915590853203
347000000,2.578285282736962
348000000,2.585654569014857
349000000,2.593023449895187
350000000,2.6003919255925
351000000,2.607759996327428
352000000,2.615127662326767
353000000,2.622494923823382
354000000,2.629861781056218
355000000,2.637228234270159
356000000,2.64459428371616
357000000,2.651959929651064
358000000,2.659325172337636
359000000,2.666690012044498
360000000,2.674054449046144
361000000,2.681418483622835
362000000,2.688782116060598
363000000,2.696145346651211
364000000,2.703508175692152
365000000,2.710870603486482
366000000,2.718232630343004
367000000,2.725594256576002
368000000,2.732955482505377
369000000,2.740316308456487
370000000,2.747676734760217
371000000,2.755036761752895
372000000,2.76239638977619
373000000,2.769755619177227
374000000,2.777114450308423
375000000,2.784472883527482
376000000,2.79183091919738
377000000,2.799188557686344
378000000,2.806545799367763
379000000,2.81390264462021
380000000,2.821259093827342
381000000,2.828615147377906
382000000,2.835970805665747
383000000,2.843326069089641
384000000,2.850680938053407
385000000,2.858035412965759
386000000,2.865389494240346
387000000,2.872743182295667
388000000,2.880096477555052
389000000,2.887449380446668
390000000,2.894801891403385
391000000,2.90215401086283
392000000,2.909505739267316
393000000,2.916857077063815
394000000,2.924208024703907
395000000,2.931558582643764
396000000,2.938908751344107
397000000,2.946258531270171
398000000,2.953607922891656
399000000,2.960956926682719
400000000,2.968305543121892
401000000,2.975653772692137
402000000,2.98300161588071
403000000,2.990349073179148
404000000,2.997696145083307
405000000,3.005042832093257
406000000,3.012389134713239
407000000,3.019735053451655
408000000,3.027080588821096
409000000,3.034425741338161
410000000,3.041770511523564
411000000,3.049114899902003
412000000,3.05645890700218
413000000,3.063802533356764
414000000,3.071145779502306
415000000,3.078488645979303
416000000,3.085831133332001
417000000,3.093173242108586
418000000,3.10051497286091
419000000,3.107856326144629
420000000,3.115197302519114
421000000,3.122537902547413
422000000,3.129878126796204
423000000,3.137217975835786
424000000,3.144557450240024
425000000,3.151896550586339
426000000,3.15923527745566
427000000,3.166573631432368
428000000,3.173911613104346
429000000,3.18124922306282
430000000,3.188586461902436
431000000,3.195923330221193
432000000,3.203259828620313
433000000,3.210595957704415
434000000,3.217931718081279
435000000,3.225267110361942
436000000,3.232602135160601
437000000,3.239936793094594
438000000,3.247271084784372
439000000,3.25460501085348
440000000,3.26193857192851
441000000,3.269271768639076
442000000,3.27660460161774
443000000,3.283937071500075
444000000,3.291269178924513
445000000,3.298600924532436
446000000,3.305932308968052
447000000,3.313263332878384
448000000,3.320593996913245
449000000,3.327924301725255
450000000,3.335254247969734
451000000,3.342583836304692
452000000,3.349913067390858
453000000,3.357241941891507
454000000,3.364570460472615
455000000,3.37189862380268
456000000,3.379226432552772
457000000,3.386553887396487
458000000,3.393880989009835
459000000,3.401207738071366
460000000,3.408534135262019
461000000,3.415860181265128
462000000,3.423185876766401
463000000,3.430511222453863
464000000,3.437836219017854
465000000,3.445160867150969
466000000,3.45248516754809
467000000,3.45980912090629
468000000,3.467132727924824
469000000,3.474455989305133
470000000,3.481778905750748
471000000,3.489101477967325
472000000,3.49642370666261
473000000,3.503745592546322
474000000,3.511067136330266
475000000,3.51838833872823
476000000,3.525709200455866
477000000,3.533029722230911
478000000,3.540349904772851
479000000,3.547669748803137
480000000,3.554989255045064
481000000,3.562308424223691
482000000,3.569627257065886
483000000,3.576945754300309
484000000,3.584263916657372
485000000,3.591581744869127
486000000,3.598899239669305
487000000,3.606216401793406
488000000,3.613533231978431
489000000,3.620849730963031
490000000,3.628165899487461
491000000,3.635481738293477
492000000,3.64279724812439
493000000,3.650112429724935
494000000,3.657427283841457
495000000,3.664741811221623
496000000,3.672056012614546
497000000,3.679369888770752
498000000,3.686683440442135
499000000,3.693996668381866
500000000,3.701309573344568
501000000,3.708622156086035
502000000,3.715934417363337
503000000,3.72324635793488
504000000,3.730557978560153
505000000,3.737869279999938
506000000,3.745180263016166
507000000,3.752490928371863
508000000,3.759801276831218
509000000,3.767111309159548
510000000,3.774421026123129
511000000,3.78173042848939
512000000,3.789039517026767
513000000,3.79634829250464
514000000,3.80365675569344
515000000,3.810964907364468
516000000,3.818272748290071
517000000,3.825580279243374
518000000,3.832887500998451
519000000,3.840194414330255
520000000,3.847501020014585
521000000,3.854807318827984
522000000,3.862113311547871
523000000,3.869418998952368
524000000,3.87672438182038
525000000,3.884029460931578
526000000,3.891334237066288
527000000,3.898638711005513
528000000,3.905942883530971
529000000,3.913246755424988
530000000,3.920550327470487
531000000,3.927853600451066
532000000,3.935156575150796
533000000,3.942459252354411
534000000,3.949761632847105
535000000,3.957063717414659
536000000,3.964365506843281
537000000,3.971667001919656
538000000,3.978968203431023
539000000,3.986269112164871
540000000,3.993569728909317
541000000,4.000870054452736
542000000,4.008170089583916
543000000,4.015469835091974
544000000,4.022769291766424
545000000,4.030068460397064
546000000,4.037367341773918
547000000,4.044665936687471
548000000,4.051964245928277
549000000,4.059262270287203
550000000,4.066560010555401
551000000,4.073857467524135
552000000,4.081154641984893
553000000,4.088451534729319
554000000,4.095748146549234
555000000,4.103044478236551
556000000,4.110340530583331
557000000,4.117636304381717
558000000,4.124931800423905
559000000,4.132227019502191
560000000,4.139521962408897
561000000,4.146816629936355
562000000,4.154111022876927
563000000,4.161405142022944
564000000,4.168698988166794
565000000,4.17599256210065
566000000,4.1832858646168
567000000,4.190578896507381
568000000,4.197871658564396
569000000,4.205164151579853
570000000,4.212456376345544
571000000,4.219748333653124
572000000,4.227040024294141
573000000,4.234331449059922
574000000,4.24162260874166
575000000,4.248913504130292
576000000,4.256204136016556
577000000,4.263494505190937
578000000,4.270784612443737
579000000,4.278074458564904
580000000,4.285364044344171
581000000,4.29265337057094
582000000,4.299942438034324
583000000,4.307231247523127
584000000,4.314519799825787
585000000,4.321808095730384
586000000,4.329096136024613
587000000,4.336383921495897
588000000,4.343671452931148
589000000,4.350958731116885
590000000,4.358245756839289
591000000,4.365532530883984
592000000,4.372819054036233
593000000,4.38010532708083
594000000,4.387391350802035
595000000,4.394677125983688
596000000,4.401962653409038
597000000,4.409247933860932
598000000,4.416532968121584
599000000,4.423817756972757
600000000,4.431102301195577
601000000,4.438386601570678
602000000,4.445670658878058
603000000,4.452954473897153
604000000,4.460238047406788
605000000,4.467521380185144
606000000,4.474804473009854
607000000,4.482087326657863
608000000,4.489369941905395
609000000,4.496652319528154
610000000,4.503934460301064
611000000,4.511216364998407
612000000,4.518498034393748
613000000,4.525779469259924
614000000,4.533060670369156
615000000,4.540341638492777
616000000,4.547622374401523
617000000,4.554902878865294
618000000,4.562183152653289
619000000,4.569463196533826
620000000,4.576743011274551
621000000,4.584022597642265
622000000,4.591301956402996
623000000,4.598581088321894
624000000,4.605859994163366
625000000,4.613138674690901
626000000,4.620417130667233
627000000,4.627695362854147
628000000,4.634973372012651
629000000,4.642251158902826
630000000,4.649528724283893
631000000,4.656806068914155
632000000,4.664083193551044
633000000,4.671360098951062
634000000,4.67863678586981
635000000,4.685913255061931
636000000,4.693189507281176
637000000,4.700465543280225
638000000,4.707741363811024
639000000,4.715016969624335
640000000,4.722292361470092
641000000,4.729567540097166
642000000,4.736842506253459
643000000,4.744117260685936
644000000,4.751391804140448
645000000,4.758666137361982
646000000,4.76594026109426
647000000,4.773214176080272
648000000,4.780487883061726
649000000,4.787761382779435
650000000,4.795034675973069
651000000,4.802307763381306
652000000,4.809580645741724
653000000,4.816853323790793
654000000,4.824125798263968
655000000,4.831398069895569
656000000,4.838670139418865
657000000,4.845942007565906
658000000,4.853213675067791
659000000,4.860485142654392
660000000,4.867756411054472
661000000,4.875027480995744
662000000,4.88229835320465
663000000,4.889569028406592
664000000,4.89683950732578
665000000,4.904109790685276
666000000,4.911379879206975
667000000,4.918649773611585
668000000,4.925919474618671
669000000,4.933188982946639
670000000,4.940458299312596
671000000,4.947727424432632
672000000,4.954996359021475
673000000,4.962265103792722
674000000,4.969533659458731
675000000,4.976802026730745
676000000,4.9840702063186
677000000,4.99133819893105
678000000,4.99860600527563
679000000,5.005873626058492
680000000,5.013141061984698
681000000,5.020408313758017
682000000,5.027675382080901
683000000,5.034942267654608
684000000,5.042208971179154
685000000,5.04947549335322
686000000,5.056741834874287
687000000,5.064007996438458
688000000,5.071273978740666
689000000,5.078539782474534
690000000,5.085805408332324
691000000,5.093070857005067
692000000,5.1003361291825
693000000,5.10760122555301
694000000,5.1148661468037
695000000,5.122130893620403
696000000,5.129395466687581
697000000,5.136659866688393
698000000,5.143924094304698
699000000,5.151188150216943
700000000,5.158452035104373
701000000,5.165715749644848
702000000,5.172979294514808
703000000,5.180242670389485
704000000,5.187505877942631
705000000,5.194768917846794
706000000,5.202031790773044
707000000,5.20929449739117
708000000,5.216557038369563
709000000,5.223819414375247
710000000,5.231081626073974
711000000,5.238343674129952
712000000,5.245605559206243
713000000,5.252867281964329
714000000,5.260128843064436
715000000,5.267390243165336
716000000,5.274651482924503
717000000,5.281912562997933
718000000,5.28917348404031
719000000,5.296434246704893
720000000,5.303694851643589
721000000,5.310955299506783
722000000,5.318215590943623
723000000,5.325475726601772
724000000,5.332735707127498
725000000,5.33999553316566
726000000,5.347255205359747
727000000,5.354514724351774
728000000,5.361774090782422
729000000,5.369033305290896
730000000,5.376292368515017
731000000,5.383551281091195
732000000,5.39081004365436
733000000,5.398068656838091
734000000,5.405327121274556
735000000,5.412585437594394
736000000,5.419843606426905
737000000,5.42710162840002
738000000,5.434359504140009
739000000,5.441617234271996
740000000,5.448874819419472
741000000,5.456132260204576
742000000,5.463389557248004
743000000,5.470646711169016
744000000,5.477903722585407
745000000,5.485160592113562
746000000,5.492417320368389
747000000,5.499673907963421
748000000,5.506930355510697
749000000,5.514186663620785
750000000,5.521442832902863
751000000,5.528698863964681
752000000,5.535954757412446
753000000,5.543210513851021
754000000,5.55046613388379
755000000,5.557721618112598
756000000,5.564976967137986
757000000,5.57223218155896
758000000,5.579487261973058
759000000,5.586742208976464
760000000,5.593997023163745
761000000,5.601251705128187
762000000,5.608506255461476
763000000,5.615760674753988
764000000,5.62301496359454
765000000,5.630269122570504
766000000,5.637523152267835
767000000,5.644777053270976
768000000,5.652030826163061
769000000,5.659284471525513
770000000,5.666537989938518
771000000,5.673791381980689
772000000,5.681044648229297
773000000,5.688297789260062
774000000,5.695550805647211
775000000,5.702803697963588
776000000,5.710056466780591
777000000,5.717309112668133
778000000,5.724561636194601
779000000,5.731814037927096
780000000,5.739066318431048
781000000,5.74631847827065
782000000,5.7535705180085
783000000,5.760822438205751
784000000,5.768074239422116
785000000,5.775325922215907
786000000,5.782577487143889
787000000,5.789828934761381
788000000,5.797080265622371
789000000,5.804331480279222
790000000,5.811582579283014
791000000,5.818833563183197
792000000,5.826084432527943
793000000,5.833335187863846
794000000,5.840585829736128
795000000,5.84783635868845
796000000,5.855086775263175
797000000,5.862337080001123
798000000,5.86958727344167
799000000,5.876837356122752
800000000,5.884087328580948
801000000,5.891337191351248
802000000,5.898586944967195
803000000,5.905836589961083
804000000,5.91308612686357
805000000,5.920335556203918
806000000,5.927584878509961
807000000,5.934834094308179
808000000,5.942083204123448
809000000,5.949332208479337
810000000,5.956581107897857
811000000,5.963829902899808
812000000,5.971078594004285
813000000,5.978327181729068
814000000,5.98557566659056
815000000,5.992824049103688
816000000,6.000072329781848
817000000,6.007320509137163
818000000,6.014568587680319
819000000,6.021816565920433
820000000,6.029064444365379
821000000,6.036312223521403
822000000,6.043559903893552
823000000,6.050807485985247
824000000,6.058054970298691
825000000,6.065302357334444
826000000,6.072549647591867
827000000,6.079796841568767
828000000,6.087043939761571
829000000,6.094290942665354
830000000,6.101537850773681
831000000,6.108784664578693
832000000,6.116031384571366
833000000,6.123278011240954
834000000,6.130524545075457
835000000,6.137770986561482
836000000,6.145017336184268
837000000,6.152263594427517
838000000,6.159509761773649
839000000,6.166755838703664
840000000,6.174001825697145
841000000,6.181247723232322
842000000,6.188493531786028
843000000,6.195739251833631
844000000,6.202984883849211
845000000,6.210230428305437
846000000,6.217475885673605
847000000,6.224721256423537
848000000,6.23196654102379
849000000,6.239211739941552
850000000,6.24645685364247
851000000,6.253701882591005
852000000,6.260946827250183
853000000,6.2681916880816
854000000,6.275436465545578
855000000,6.282681160101037
856000000,6.289925772205486
857000000,6.297170302315156
858000000,6.304414750884884
859000000,6.311659118368067
860000000,6.318903405216851
861000000,6.326147611881967
862000000,6.333391738812979
863000000,6.340635786457807
864000000,6.347879755263238
865000000,6.355123645674519
866000000,6.362367458135874
867000000,6.369611193089781
868000000,6.376854850977713
869000000,6.384098432239697
870000000,6.391341937314326
871000000,6.398585366639045
872000000,6.405828720649735
873000000,6.413071999781182
874000000,6.420315204466758
875000000,6.42755833513846
876000000,6.434801392226992
877000000,6.442044376161836
878000000,6.449287287371036
879000000,6.456530126281272
880000000,6.463772893318175
881000000,6.471015588905761
882000000,6.478258213466928
883000000,6.485500767423259
884000000,6.492743251194841
885000000,6.499985665200738
886000000,6.5072280098586
887000000,6.514470285584715
888000000,6.521712492794153
889000000,6.528954631900692
890000000,6.536196703316777
891000000,6.543438707453666
892000000,6.550680644721125
893000000,6.557922515527895
894000000,6.565164320281299
895000000,6.572406059387419
896000000,6.579647733251023
897000000,6.58688934227564
898000000,6.594130886863566
899000000,6.601372367415768
900000000,6.608613784332028
901000000,6.615855138010696
902000000,6.623096428849111
903000000,6.6303376572432
904000000,6.637578823587573
905000000,6.644819928275822
906000000,6.652060971700045
907000000,6.659301954251254
908000000,6.666542876319159
909000000,6.673783738292201
910000000,6.681024540557632
911000000,6.688265283501524
912000000,6.695505967508594
913000000,6.70274659296232
914000000,6.709987160245118
915000000,6.717227669738021
916000000,6.724468121820899
917000000,6.731708516872413
918000000,6.738948855269984
919000000,6.746189137389777
920000000,6.753429363606929
921000000,6.760669534295072
922000000,6.767909649826838
923000000,6.775149710573683
924000000,6.782389716905691
925000000,6.789629669191936
926000000,6.79686956780019
