Z11 reOhm X,Z11 reOhm Y
274000000,1.120293644821474
275000000,1.120438693247735
276000000,1.120584067289695
277000000,1.120729765236866
278000000,1.120875785380021
279000000,1.121022126011222
280000000,1.121168785423874
281000000,1.121315761912714
282000000,1.121463053773947
283000000,1.121610659305224
284000000,1.121758576805706
285000000,1.121906804576114
286000000,1.122055340918758
287000000,1.122204184137589
288000000,1.122353332538269
289000000,1.122502784428139
290000000,1.122652538116358
291000000,1.122802591913862
292000000,1.122952944133473
293000000,1.123103593089865
294000000,1.123254537099716
295000000,1.123405774481602
296000000,1.123557303556174
297000000,1.123709122646142
298000000,1.123861230076282
299000000,1.124013624173532
300000000,1.124166303267023
301000000,1.124319265688046
302000000,1.124472509770239
303000000,1.124626033849479
304000000,1.124779836263962
305000000,1.124933915354301
306000000,1.125088269463493
307000000,1.125242896937011
308000000,1.125397796122772
309000000,1.125552965371251
310000000,1.12570840303545
311000000,1.125864107471003
312000000,1.12602007703616
313000000,1.126176310091805
314000000,1.12633280500158
315000000,1.12648956013182
316000000,1.126646573851653
317000000,1.126803844533012
318000000,1.12696137055066
319000000,1.127119150282242
320000000,1.12727718210833
321000000,1.127435464412398
322000000,1.1275939955809
323000000,1.127752774003328
324000000,1.12791179807221
325000000,1.128071066183091
326000000,1.128230576734679
327000000,1.128390328128784
328000000,1.128550318770398
329000000,1.128710547067685
330000000,1.128871011432056
331000000,1.129031710278184
332000000,1.129192642023993
333000000,1.129353805090774
334000000,1.129515197903114
335000000,1.12967681888899
336000000,1.129838666479813
337000000,1.130000739110353
338000000,1.130163035218914
339000000,1.130325553247248
340000000,1.130488291640631
341000000,1.130651248847854
342000000,1.130814423321334
343000000,1.130977813517003
344000000,1.131141417894492
345000000,1.131305234917029
346000000,1.131469263051524
347000000,1.131633500768569
348000000,1.131797946542521
349000000,1.131962598851473
350000000,1.132127456177223
351000000,1.132292517005459
352000000,1.132457779825625
353000000,1.132623243131038
354000000,1.132788905418836
355000000,1.132954765190137
356000000,1.133120820949869
357000000,1.13328707120694
358000000,1.133453514474217
359000000,1.133620149268548
360000000,1.133786974110747
361000000,1.133953987525686
362000000,1.13412118804226
363000000,1.134288574193427
364000000,1.134456144516195
365000000,1.134623897551777
366000000,1.134791831845359
367000000,1.134959945946387
368000000,1.135128238408391
369000000,1.135296707789155
370000000,1.135465352650587
371000000,1.135634171558827
372000000,1.135803163084309
373000000,1.135972325801628
374000000,1.136141658289693
375000000,1.136311159131719
376000000,1.136480826915209
377000000,1.136650660231948
378000000,1.136820657678098
379000000,1.136990817854147
380000000,1.13716113936499
381000000,1.137331620819878
382000000,1.137502260832418
383000000,1.137673058020728
384000000,1.137844011007255
385000000,1.138015118418969
386000000,1.138186378887228
387000000,1.138357791047921
388000000,1.138529353541389
389000000,1.138701065012437
390000000,1.138872924110448
391000000,1.139044929489298
392000000,1.139217079807387
393000000,1.13938937372768
394000000,1.139561809917694
395000000,1.139734387049525
396000000,1.139907103799842
397000000,1.140079958849903
398000000,1.140252950885605
399000000,1.140426078597428
400000000,1.140599340680515
401000000,1.140772735834586
402000000,1.140946262764058
403000000,1.141119920178027
404000000,1.141293706790185
405000000,1.141467621318937
406000000,1.141641662487391
407000000,1.141815829023351
408000000,1.141990119659251
409000000,1.142164533132328
410000000,1.142339068184489
411000000,1.142513723562391
412000000,1.142688498017414
413000000,1.142863390305661
414000000,1.143038399188036
415000000,1.143213523430113
416000000,1.143388761802356
417000000,1.143564113079846
418000000,1.143739576042577
419000000,1.143915149475267
420000000,1.144090832167405
421000000,1.144266622913272
422000000,1.144442520511983
423000000,1.144618523767434
424000000,1.144794631488339
425000000,1.144970842488218
426000000,1.14514715558541
427000000,1.1453235696031
428000000,1.145500083369237
429000000,1.145676695716668
430000000,1.145853405483033
431000000,1.146030211510794
432000000,1.146207112647353
433000000,1.146384107744815
434000000,1.146561195660238
435000000,1.146738375255454
436000000,1.146915645397198
437000000,1.14709300495704
438000000,1.147270452811419
439000000,1.147447987841602
440000000,1.147625608933734
441000000,1.14780331497881
442000000,1.147981104872726
443000000,1.148158977516173
444000000,1.148336931814772
445000000,1.148514966678945
446000000,1.148693081024009
447000000,1.14887127377016
448000000,1.149049543842471
449000000,1.149227890170816
450000000,1.149406311689968
451000000,1.149584807339598
452000000,1.149763376064157
453000000,1.149942016813073
454000000,1.150120728540539
455000000,1.150299510205648
456000000,1.15047836077236
457000000,1.150657279209428
458000000,1.150836264490593
459000000,1.151015315594315
460000000,1.151194431503968
461000000,1.151373611207767
462000000,1.151552853698768
463000000,1.151732157974882
464000000,1.15191152303887
465000000,1.152090947898331
466000000,1.152270431565677
467000000,1.152449973058166
468000000,1.1526295713979
469000000,1.152809225611772
470000000,1.152988934731542
471000000,1.153168697793767
472000000,1.153348513839795
473000000,1.153528381915854
474000000,1.153708301072915
475000000,1.153888270366743
476000000,1.15406828885802
477000000,1.154248355612021
478000000,1.154428469699008
479000000,1.15460863019392
480000000,1.154788836176445
481000000,1.154969086731154
482000000,1.155149380947337
483000000,1.155329717919003
484000000,1.155510096744935
485000000,1.155690516528701
486000000,1.15587097637867
487000000,1.156051475407771
488000000,1.156232012733837
489000000,1.15641258747937
490000000,1.156593198771556
491000000,1.156773845742346
492000000,1.156954527528366
493000000,1.157135243271039
494000000,1.157315992116279
495000000,1.157496773214869
496000000,1.157677585722224
497000000,1.15785842879842
498000000,1.15803930160817
499000000,1.158220203320953
500000000,1.158401133110706
501000000,1.158582090156178
502000000,1.158763073640743
503000000,1.158944082752258
504000000,1.159125116683387
505000000,1.159306174631295
506000000,1.159487255797729
507000000,1.159668359389124
508000000,1.159849484616445
509000000,1.160030630695171
510000000,1.160211796845526
511000000,1.16039298229213
512000000,1.160574186264191
513000000,1.160755407995525
514000000,1.160936646724402
515000000,1.161117901693696
516000000,1.161299172150664
517000000,1.161480457347245
518000000,1.161661756539778
519000000,1.16184306898907
520000000,1.162024393960399
521000000,1.1622057307236
522000000,1.162387078552878
523000000,1.162568436726942
524000000,1.162749804528935
525000000,1.162931181246362
526000000,1.163112566171205
527000000,1.163293958599886
528000000,1.163475357833135
529000000,1.163656763176125
530000000,1.163838173938461
531000000,1.16401958943396
532000000,1.164201008980986
533000000,1.164382431902088
534000000,1.164563857524256
535000000,1.164745285178708
536000000,1.164926714201068
537000000,1.165108143931261
538000000,1.165289573713378
539000000,1.165471002896022
540000000,1.165652430831808
541000000,1.16583385687777
542000000,1.166015280395145
543000000,1.16619670074946
544000000,1.166378117310343
545000000,1.166559529451735
546000000,1.166740936551841
547000000,1.166922337992812
548000000,1.167103733161258
549000000,1.167285121447835
550000000,1.167466502247283
551000000,1.167647874958621
552000000,1.167829238984928
553000000,1.168010593733426
554000000,1.168191938615412
555000000,1.168373273046333
556000000,1.168554596445668
557000000,1.168735908237004
558000000,1.168917207847993
559000000,1.169098494710313
560000000,1.169279768259677
561000000,1.169461027935867
562000000,1.169642273182618
563000000,1.169823503447739
564000000,1.170004718182867
565000000,1.170185916843864
566000000,1.170367098890347
567000000,1.170548263785955
568000000,1.170729410998326
569000000,1.170910539998899
570000000,1.171091650263098
571000000,1.17127274127029
572000000,1.171453812503642
573000000,1.17163486345027
574000000,1.17181589360107
575000000,1.171996902450864
576000000,1.172177889498296
577000000,1.172358854245845
578000000,1.172539796199719
579000000,1.172720714870037
580000000,1.172901609770648
581000000,1.173082480419174
582000000,1.173263326337002
583000000,1.173444147049261
584000000,1.173624942084816
585000000,1.173805710976287
586000000,1.17398645326002
587000000,1.174167168475903
588000000,1.174347856167687
589000000,1.174528515882743
590000000,1.174709147171985
591000000,1.174889749590174
592000000,1.175070322695535
593000000,1.175250866049932
594000000,1.175431379218929
595000000,1.175611861771563
596000000,1.175792313280598
597000000,1.175972733322165
598000000,1.176153121476124
599000000,1.17633347732574
600000000,1.176513800457917
601000000,1.176694090462964
602000000,1.17687434693478
603000000,1.177054569470688
604000000,1.177234757671507
605000000,1.177414911141562
606000000,1.1775950294885
607000000,1.177775112323471
608000000,1.177955159261148
609000000,1.178135169919391
610000000,1.178315143919627
611000000,1.178495080886596
612000000,1.178674980448411
613000000,1.178854842236589
614000000,1.179034665885816
615000000,1.179214451034354
616000000,1.179394197323562
617000000,1.179573904398195
618000000,1.179753571906247
619000000,1.179933199499111
620000000,1.180112786831277
621000000,1.180292333560576
622000000,1.180471839347988
623000000,1.18065130385786
624000000,1.180830726757573
625000000,1.181010107717847
626000000,1.181189446412439
627000000,1.181368742518429
628000000,1.181547995715901
629000000,1.181727205688172
630000000,1.181906372121633
631000000,1.182085494705848
632000000,1.182264573133425
633000000,1.182443607100071
634000000,1.18262259630457
635000000,1.182801540448771
636000000,1.182980439237521
637000000,1.183159292378889
638000000,1.183338099583625
639000000,1.183516860565814
640000000,1.183695575042338
641000000,1.183874242733129
642000000,1.184052863361129
643000000,1.184231436652071
644000000,1.184409962334843
645000000,1.184588440141026
646000000,1.184766869805437
647000000,1.184945251065408
648000000,1.185123583661482
649000000,1.18530186733688
650000000,1.185480101837805
651000000,1.185658286913214
652000000,1.185836422314931
653000000,1.186014507797666
654000000,1.18619254311885
655000000,1.186370528038745
656000000,1.186548462320365
657000000,1.186726345729634
658000000,1.186904178035013
659000000,1.187081959007873
660000000,1.187259688422295
661000000,1.187437366054943
662000000,1.187614991685407
663000000,1.187792565095794
664000000,1.187970086070964
665000000,1.188147554398434
666000000,1.188324969868394
667000000,1.188502332273674
668000000,1.188679641409681
669000000,1.188856897074459
670000000,1.189034099068759
671000000,1.189211247195712
672000000,1.189388341261224
673000000,1.189565381073697
674000000,1.189742366444094
675000000,1.189919297185804
676000000,1.190096173114991
677000000,1.190272994050136
678000000,1.190449759812223
679000000,1.190626470224876
680000000,1.190803125114046
681000000,1.190979724308173
682000000,1.191156267638259
683000000,1.191332754937655
684000000,1.191509186042108
685000000,1.191685560789877
686000000,1.191861879021523
687000000,1.192038140580153
688000000,1.192214345311094
689000000,1.192390493062051
690000000,1.192566583683192
691000000,1.192742617026977
692000000,1.192918592948143
693000000,1.193094511303824
694000000,1.193270371953427
695000000,1.193446174758624
696000000,1.193621919583412
697000000,1.193797606294031
698000000,1.19397323475898
699000000,1.194148804849102
700000000,1.194324316437297
701000000,1.19449976939875
702000000,1.194675163611004
703000000,1.194850498953557
704000000,1.195025775308342
705000000,1.195200992559232
706000000,1.195376150592433
707000000,1.195551249296229
708000000,1.195726288561056
709000000,1.19590126827954
710000000,1.196076188346245
711000000,1.196251048658125
712000000,1.196425849113872
713000000,1.196600589614593
714000000,1.196775270063252
715000000,1.196949890365006
716000000,1.197124450426941
717000000,1.197298950158291
718000000,1.197473389470231
719000000,1.197647768275972
720000000,1.197822086490693
721000000,1.197996344031724
722000000,1.198170540818185
723000000,1.198344676771232
724000000,1.198518751813987
725000000,1.19869276587155
726000000,1.198866718870866
727000000,1.199040610740932
728000000,1.199214441412509
729000000,1.199388210818396
730000000,1.199561918893188
731000000,1.199735565573383
732000000,1.199909150797421
733000000,1.200082674505522
734000000,1.200256136639718
735000000,1.200429537144022
736000000,1.200602875964166
737000000,1.200776153047612
738000000,1.200949368343935
739000000,1.201122521804135
740000000,1.201295613381227
741000000,1.201468643029934
742000000,1.201641610706743
743000000,1.201814516369847
744000000,1.201987359979309
745000000,1.20216014149677
746000000,1.202332860885728
747000000,1.202505518111247
748000000,1.202678113140212
749000000,1.202850645941203
750000000,1.203023116484392
751000000,1.203195524741625
752000000,1.203367870686519
753000000,1.203540154294193
754000000,1.203712375541491
755000000,1.203884534406938
756000000,1.204056630870543
757000000,1.20422866491399
758000000,1.204400636520632
759000000,1.204572545675229
760000000,1.204744392364365
761000000,1.204916176575973
762000000,1.205087898299716
763000000,1.205259557526636
764000000,1.205431154249412
765000000,1.205602688462312
766000000,1.205774160161021
767000000,1.205945569342809
768000000,1.206116916006251
769000000,1.206288200151798
770000000,1.206459421781033
771000000,1.206630580897206
772000000,1.206801677504863
773000000,1.206972711610078
774000000,1.207143683220534
775000000,1.207314592345137
776000000,1.207485438994267
777000000,1.207656223179751
778000000,1.2078269449149
779000000,1.207997604214176
780000000,1.20816820109378
781000000,1.208338735570915
782000000,1.208509207664415
783000000,1.208679617394424
784000000,1.20884996478242
785000000,1.209020249851175
786000000,1.20919047262486
787000000,1.209360633129054
788000000,1.209530731390382
789000000,1.209700767437082
790000000,1.20987074129845
791000000,1.210040653005277
792000000,1.210210502589441
793000000,1.210380290084245
794000000,1.210550015524147
795000000,1.210719678945029
796000000,1.210889280383773
797000000,1.211058819878682
798000000,1.211228297469231
799000000,1.211397713196172
800000000,1.211567067101272
801000000,1.211736359227735
802000000,1.211905589619988
803000000,1.212074758323337
804000000,1.212243865384543
805000000,1.212412910851514
806000000,1.212581894773224
807000000,1.212750817199762
808000000,1.212919678182573
809000000,1.213088477773981
810000000,1.213257216027748
811000000,1.213425892998315
812000000,1.213594508741702
813000000,1.213763063314836
814000000,1.213931556775627
815000000,1.214099989183218
816000000,1.214268360597917
817000000,1.214436671080908
818000000,1.214604920694451
819000000,1.214773109502073
820000000,1.214941237568073
821000000,1.215109304958113
822000000,1.215277311738569
823000000,1.21544525797713
824000000,1.215613143742208
825000000,1.215780969103544
826000000,1.215948734131621
827000000,1.216116438898068
828000000,1.216284083475494
829000000,1.216451667937369
830000000,1.216619192358284
831000000,1.216786656813876
832000000,1.216954061380317
833000000,1.217121406135266
834000000,1.217288691157011
835000000,1.217455916524883
836000000,1.217623082319006
837000000,1.217790188620665
838000000,1.21795723551191
839000000,1.218124223075703
840000000,1.218291151395946
841000000,1.218458020557424
842000000,1.21862483064578
843000000,1.218791581747653
844000000,1.218958273950429
845000000,1.219124907342378
846000000,1.219291482012651
847000000,1.219457998051369
848000000,1.219624455549309
849000000,1.21979085459812
850000000,1.219957195290533
851000000,1.220123477719783
852000000,1.220289701980044
853000000,1.220455868166385
854000000,1.220621976374583
855000000,1.220788026701212
856000000,1.220954019243764
857000000,1.221119954100331
858000000,1.221285831369929
859000000,1.221451651152378
860000000,1.221617413548179
861000000,1.221783118658641
862000000,1.221948766585565
863000000,1.222114357431977
864000000,1.222279891301297
865000000,1.222445368297949
866000000,1.222610788526656
867000000,1.222776152093445
868000000,1.222941459104589
869000000,1.223106709667183
870000000,1.223271903889237
871000000,1.223437041879177
872000000,1.223602123746432
873000000,1.223767149600795
874000000,1.223932119552891
875000000,1.224097033714075
876000000,1.224261892196363
877000000,1.224426695112235
878000000,1.224591442575081
879000000,1.224756134698952
880000000,1.224920771598204
881000000,1.225085353388266
882000000,1.225249880184909
883000000,1.225414352104595
884000000,1.22557876926467
885000000,1.225743131782662
886000000,1.225907439776919
887000000,1.226071693366522
888000000,1.226235892670932
889000000,1.226400037810349
890000000,1.226564128905539
891000000,1.226728166077739
892000000,1.22689214944908
893000000,1.227056079141862
894000000,1.227219955279169
895000000,1.22738377798463
896000000,1.227547547382448
897000000,1.227711263597371
898000000,1.227874926754609
899000000,1.228038536980042
900000000,1.228202094399929
901000000,1.228365599141336
902000000,1.228529051331499
903000000,1.228692451098419
904000000,1.228855798570639
905000000,1.22901909387698
906000000,1.229182337147014
907000000,1.229345528510667
908000000,1.22950866809841
909000000,1.229671756041265
910000000,1.229834792470659
911000000,1.229997777518372
912000000,1.230160711316936
913000000,1.230323593999305
914000000,1.230486425698661
915000000,1.230649206548901
916000000,1.230811936684276
917000000,1.230974616239484
918000000,1.231137245349678
919000000,1.231299824150562
920000000,1.231462352777983
921000000,1.231624831368624
922000000,1.231787260059341
923000000,1.2319496389874
924000000,1.232111968290619
925000000,1.232274248107078
926000000,1.232436478575364
927000000,1.232598659834609
928000000,1.23276079202404
929000000,1.232922875283537
930000000,1.233084909753262
931000000,1.233246895573744
932000000,1.233408832885953
933000000,1.233570721831142
934000000,1.233732562551194
935000000,1.233894355188021
936000000,1.234056099884242
937000000,1.234217796782456
938000000,1.234379446025939
939000000,1.234541047758252
940000000,1.234702602123289
941000000,1.234864109265059
942000000,1.235025569328381
943000000,1.235186982458004
944000000,1.235348348799175
945000000,1.235509668497512
946000000,1.235670941698751
947000000,1.235832168549312
948000000,1.235993349195691
949000000,1.236154483784543
950000000,1.236315572463176
951000000,1.236476615379076
952000000,1.236637612679824
953000000,1.23679856451373
954000000,1.236959471028955
955000000,1.23712033237413
956000000,1.237281148698321
957000000,1.237441920150594
958000000,1.237602646880611
959000000,1.23776332903796
960000000,1.237923966772864
961000000,1.23808456023551
962000000,1.238245109576429
963000000,1.238405614946549
964000000,1.238566076496985
965000000,1.238726494378967
966000000,1.238886868744198
967000000,1.239047199744433
968000000,1.239207487531872
969000000,1.23936773225862
970000000,1.239527934077549
971000000,1.239688093141115
972000000,1.239848209602664
973000000,1.240008283615135
974000000,1.24016831533227
975000000,1.240328304907571
976000000,1.240488252495015
977000000,1.240648158248698
978000000,1.240808022323022
979000000,1.240967844872351
980000000,1.241127626051605
981000000,1.241287366015593
982000000,1.241447064919456
983000000,1.241606722918597
984000000,1.241766340168456
985000000,1.241925916824761
986000000,1.242085453043325
987000000,1.242244948980346
988000000,1.242404404791902
989000000,1.242563820634467
990000000,1.242723196664677
991000000,1.242882533039189
992000000,1.243041829914972
993000000,1.243201087449125
994000000,1.243360305798759
995000000,1.243519485121439
996000000,1.243678625574588
997000000,1.243837727315973
998000000,1.243996790503379
999000000,1.244155815294808
1000000000,1.244314801848279
1001000000,1.244473750322243
1002000000,1.244632660875008
1003000000,1.244791533665109
1004000000,1.244950368851104
1005000000,1.24510916659193
1006000000,1.245267927046378
1007000000,1.245426650373594
1008000000,1.245585336732618
1009000000,1.245743986282865
1010000000,1.245902599183517
1011000000,1.246061175594206
1012000000,1.246219715674505
1013000000,1.246378219584015
1014000000,1.246536687482663
1015000000,1.246695119530342
1016000000,1.246853515887005
1017000000,1.247011876712744
1018000000,1.247170202167849
1019000000,1.247328492412386
1020000000,1.247486747606905
1021000000,1.24764496791182
1022000000,1.24780315348764
1023000000,1.247961304494966
1024000000,1.24811942109448
1025000000,1.248277503447066
1026000000,1.248435551713367
1027000000,1.248593566054417
1028000000,1.248751546631144
1029000000,1.248909493604532
1030000000,1.249067407135838
1031000000,1.24922528738616
1032000000,1.249383134516577
1033000000,1.249540948688461
1034000000,1.249698730063214
1035000000,1.249856478802127
1036000000,1.250014195066622
1037000000,1.250171879018246
1038000000,1.250329530818439
1039000000,1.250487150628896
1040000000,1.25064473861092
1041000000,1.250802294926471
1042000000,1.250959819736995
1043000000,1.251117313204372
1044000000,1.2512747754903
1045000000,1.251432206756521
1046000000,1.251589607164641
1047000000,1.251746976876819
1048000000,1.251904316054752
1049000000,1.252061624860245
1050000000,1.25221890345525
1051000000,1.252376152001523
1052000000,1.252533370661118
1053000000,1.252690559596059
1054000000,1.252847718967992
1055000000,1.253004848939077
1056000000,1.253161949671282
1057000000,1.253319021326379
1058000000,1.253476064066507
1059000000,1.253633078053428
1060000000,1.253790063449335
1061000000,1.253947020415979
1062000000,1.25410394911545
1063000000,1.254260849709593
1064000000,1.254417722360418
1065000000,1.254574567229902
1066000000,1.254731384479723
1067000000,1.254888174272032
1068000000,1.255044936768546
1069000000,1.255201672131172
1070000000,1.255358380521796
1071000000,1.255515062102204
1072000000,1.255671717034216
1073000000,1.255828345479491
1074000000,1.255984947599966
1075000000,1.256141523557322
1076000000,1.256298073512992
1077000000,1.2564545976289
1078000000,1.256611096066692
1079000000,1.256767568987815
1080000000,1.256924016553816
1081000000,1.257080438926415
1082000000,1.257236836266795
1083000000,1.257393208736524
1084000000,1.257549556497041
1085000000,1.257705879709632
1086000000,1.257862178535598
1087000000,1.258018453136228
1088000000,1.258174703672653
1089000000,1.258330930306052
1090000000,1.258487133197609
1091000000,1.258643312508159
1092000000,1.258799468398939
1093000000,1.258955601030646
1094000000,1.259111710564276
1095000000,1.25926779716069
1096000000,1.259423860980577
1097000000,1.259579902184469
1098000000,1.259735920933336
1099000000,1.25989191738738
1100000000,1.260047891707311
1101000000,1.260203844053424
1102000000,1.260359774586159
1103000000,1.260515683465685
1104000000,1.260671570852466
1105000000,1.260827436906258
1106000000,1.260983281787375
1107000000,1.261139105655775
1108000000,1.261294908671332
1109000000,1.261450690993704
1110000000,1.261606452782932
1111000000,1.26176219419839
1112000000,1.261917915399911
1113000000,1.26207361654681
1114000000,1.26222929779854
1115000000,1.262384959314273
1116000000,1.262540601253555
1117000000,1.262696223775193
1118000000,1.262851827038505
1119000000,1.263007411202258
1120000000,1.263162976425502
1121000000,1.263318522866706
1122000000,1.263474050684836
1123000000,1.263629560038244
1124000000,1.263785051085663
1125000000,1.263940523985247
1126000000,1.264095978895228
1127000000,1.26425141597415
1128000000,1.264406835379701
1129000000,1.264562237269926
1130000000,1.264717621802691
1131000000,1.264872989136003
1132000000,1.265028339427153
1133000000,1.265183672833853
1134000000,1.26533898951364
1135000000,1.265494289623643
1136000000,1.265649573321052
1137000000,1.265804840763199
1138000000,1.265960092106958
1139000000,1.266115327509013
1140000000,1.26627054712647
1141000000,1.266425751115626
1142000000,1.266580939633114
1143000000,1.266736112835485
1144000000,1.266891270878768
1145000000,1.267046413919446
1146000000,1.267201542113303
1147000000,1.26735665561637
1148000000,1.267511754584304
1149000000,1.267666839172887
1150000000,1.267821909537672
1151000000,1.267976965834016
1152000000,1.268132008217286
1153000000,1.268287036842618
1154000000,1.268442051864991
1155000000,1.268597053439391
1156000000,1.268752041720551
1157000000,1.268907016863021
