Y11 reS X,Y11 reS Y
126000000,0.5251100789750442
127000000,0.521613322460586
128000000,0.5181363859122848
129000000,0.5146794186999526
130000000,0.5112425599141364
131000000,0.5078259386371965
132000000,0.5044296742112928
133000000,0.5010538765031493
134000000,0.4976986461654576
135000000,0.4943640748948008
136000000,0.4910502456859769
137000000,0.4877572330826457
138000000,0.4844851034241866
139000000,0.4812339150887032
140000000,0.4780037187320968
141000000,0.4747945575231593
142000000,0.4716064673746192
143000000,0.4684394771701135
144000000,0.4652936089870316
145000000,0.4621688783152191
146000000,0.4590652942715197
147000000,0.4559828598101134
148000000,0.4529215719286938
149000000,0.4498814218704189
150000000,0.446862395321691
151000000,0.4438644726057556
152000000,0.4408876288721116
153000000,0.4379318342817773
154000000,0.4349970541884328
155000000,0.4320832493154439
156000000,0.4291903759288139
157000000,0.4263183860060866
158000000,0.42346722740125
159000000,0.4206368440056504
160000000,0.4178271759050113
161000000,0.4150381595325282
162000000,0.412269727818145
163000000,0.4095218103340463
164000000,0.4067943334363882
165000000,0.4040872204033586
166000000,0.4014003915695895
167000000,0.3987337644569914
168000000,0.3960872539020627
169000000,0.393460772179729
170000000,0.3908542291237625
171000000,0.3882675322438671
172000000,0.3857005868394406
173000000,0.3831532961101315
174000000,0.3806255612631867
175000000,0.3781172816177171
176000000,0.3756283547058887
177000000,0.3731586763711075
178000000,0.3707081408632948
179000000,0.3682766409312743
180000000,0.3658640679123387
181000000,0.3634703118190711
182000000,0.3610952614234628
183000000,0.358738804338405
184000000,0.3564008270965855
185000000,0.3540812152268822
186000000,0.3517798533282931
187000000,0.3494966251414503
188000000,0.3472314136177823
189000000,0.3449841009864232
190000000,0.3427545688188312
191000000,0.3405426980912562
192000000,0.3383483692450816
193000000,0.3361714622450719
194000000,0.3340118566356177
195000000,0.3318694315949939
196000000,0.3297440659877042
197000000,0.3276356384149596
198000000,0.3255440272633224
199000000,0.3234691107516003
200000000,0.3214107669759821
201000000,0.3193688739535262
202000000,0.317343309664001
203000000,0.3153339520901297
204000000,0.3133406792563072
205000000,0.3113633692658118
206000000,0.3094019003365367
207000000,0.3074561508353443
208000000,0.3055259993110014
209000000,0.3036113245258101
210000000,0.3017120054859071
211000000,0.2998279214703446
212000000,0.2979589520589029
213000000,0.2961049771587528
214000000,0.2942658770299391
215000000,0.2924415323097592
216000000,0.2906318240360747
217000000,0.2888366336695223
218000000,0.2870558431147708
219000000,0.2852893347407436
220000000,0.2835369913999065
221000000,0.281798696446626
222000000,0.2800743337546245
223000000,0.2783637877335883
224000000,0.2766669433448955
225000000,0.2749836861165756
226000000,0.2733139021574493
227000000,0.2716574781705244
228000000,0.2700143014656409
229000000,0.2683842599714261
230000000,0.2667672422465317
231000000,0.2651631374902317
232000000,0.263571835552361
233000000,0.2619932269426384
234000000,0.2604272028394002
235000000,0.2588736550977185
236000000,0.2573324762570142
237000000,0.2558035595480879
238000000,0.2542867988996321
239000000,0.2527820889442706
240000000,0.2512893250240877
241000000,0.2498084031956902
242000000,0.2483392202348377
243000000,0.2468816736406129
244000000,0.2454356616391993
245000000,0.2440010831872438
246000000,0.2425778379748171
247000000,0.2411658264280398
248000000,0.239764949711307
249000000,0.2383751097291939
250000000,0.2369962091280211
251000000,0.2356281512971012
252000000,0.2342708403696765
253000000,0.2329241812235675
254000000,0.2315880794815308
255000000,0.2302624415113553
256000000,0.2289471744256819
257000000,0.2276421860815993
258000000,0.2263473850799683
259000000,0.2250626807645453
260000000,0.2237879832208645
261000000,0.2225232032749222
262000000,0.2212682524916555
263000000,0.2200230431732305
264000000,0.2187874883571402
265000000,0.2175615018141374
266000000,0.2163449980459833
267000000,0.2151378922830587
268000000,0.2139401004818025
269000000,0.2127515393220017
270000000,0.2115721262039771
271000000,0.2104017792455928
272000000,0.2092404172791648
273000000,0.2080879598482517
274000000,0.2069443272043222
275000000,0.2058094403033199
276000000,0.2046832208021342
277000000,0.2035655910549551
278000000,0.2024564741095609
279000000,0.2013557937035073
280000000,0.2002634742602425
281000000,0.1991794408851243
282000000,0.1981036193614102
283000000,0.1970359361461346
284000000,0.1959763183659505
285000000,0.1949246938129055
286000000,0.1938809909401603
287000000,0.1928451388576595
288000000,0.1918170673277631
289000000,0.1907967067608097
290000000,0.1897839882106754
291000000,0.1887788433702629
292000000,0.1877812045669807
293000000,0.1867910047581703
294000000,0.1858081775265383
295000000,0.184832657075513
296000000,0.1838643782246363
297000000,0.1829032764048995
298000000,0.1819492876540605
299000000,0.1810023486119726
300000000,0.1800623965158819
301000000,0.1791293691957023
302000000,0.178203205069332
303000000,0.1772838431378979
304000000,0.1763712229810399
305000000,0.1754652847521921
306000000,0.1745659691738414
307000000,0.1736732175328093
308000000,0.1727869716755156
309000000,0.1719071740032722
310000000,0.1710337674675587
311000000,0.1701666955653297
312000000,0.169305902334305
313000000,0.1684513323482847
314000000,0.1676029307124902
315000000,0.1667606430588812
316000000,0.165924415541524
317000000,0.1650941948319526
318000000,0.1642699281145516
319000000,0.1634515630819608
320000000,0.1626390479304943
321000000,0.1618323313555722
322000000,0.1610313625471813
323000000,0.1602360911853629
324000000,0.159446467435704
325000000,0.1586624419448513
326000000,0.1578839658360761
327000000,0.157110990704827
328000000,0.156343468614332
329000000,0.1555813520912069
330000000,0.1548245941211079
331000000,0.154073148144395
332000000,0.1533269680518216
333000000,0.152586008180271
334000000,0.1518502233084856
335000000,0.1511195686528559
336000000,0.1503939998632267
337000000,0.1496734730187121
338000000,0.1489579446235796
339000000,0.1482473716031222
340000000,0.1475417112995843
341000000,0.1468409214681039
342000000,0.1461449602727047
343000000,0.1454537862822794
344000000,0.1447673584666545
345000000,0.1440856361926358
346000000,0.1434085792201164
347000000,0.1427361476982015
348000000,0.1420683021613739
349000000,0.141405003525677
350000000,0.1407462130849261
351000000,0.1400918925069824
352000000,0.1394420038300122
353000000,0.1387965094588121
354000000,0.1381553721611418
355000000,0.1375185550641191
356000000,0.1368860216505938
357000000,0.1362577357556095
358000000,0.1356336615628601
359000000,0.13501376360119
360000000,0.1343980067411154
361000000,0.1337863561913949
362000000,0.1331787774956116
363000000,0.1325752365287936
364000000,0.1319756994940628
365000000,0.1313801329193343
366000000,0.1307885036539912
367000000,0.1302007788656664
368000000,0.1296169260369848
369000000,0.1290369129623873
370000000,0.1284607077449418
371000000,0.1278882787932162
372000000,0.1273195948181776
373000000,0.1267546248300888
374000000,0.1261933381354794
375000000,0.1256357043341199
376000000,0.1250816933160255
377000000,0.1245312752584897
378000000,0.12398442062316
379000000,0.1234411001531226
380000000,0.1229012848700342
381000000,0.1223649460712647
382000000,0.1218320553270705
383000000,0.1213025844778219
384000000,0.1207765056312112
385000000,0.1202537911595354
386000000,0.1197344136969682
387000000,0.1192183461368894
388000000,0.1187055616292192
389000000,0.1181960335777838
390000000,0.1176897356377267
391000000,0.1171866417129161
392000000,0.1166867259533979
393000000,0.1161899627528705
394000000,0.1156963267461841
395000000,0.1152057928068659
396000000,0.1147183360446694
397000000,0.1142339318031504
398000000,0.113752555657272
399000000,0.1132741834110221
400000000,0.1127987910950715
401000000,0.1123263549644352
402000000,0.1118568514961847
403000000,0.1113902573871663
404000000,0.1109265495517352
405000000,0.1104657051195365
406000000,0.1100077014332974
407000000,0.1095525160466381
408000000,0.1091001267219019
409000000,0.1086505114280362
410000000,0.1082036483384561
411000000,0.1077595158289621
412000000,0.1073180924756599
413000000,0.1068793570529103
414000000,0.1064432885313075
415000000,0.1060098660756555
416000000,0.1055790690430059
417000000,0.105150876980659
418000000,0.1047252696242545
419000000,0.1043022268958212
420000000,0.1038817289018813
421000000,0.1034637559315663
422000000,0.1030482884547574
423000000,0.1026353071202357
424000000,0.1022247927538616
425000000,0.1018167263567668
426000000,0.1014110891035704
427000000,0.1010078623406147
428000000,0.1006070275842072
429000000,0.1002085665189069
430000000,0.09981246099580035
431000000,0.0994186930308126
432000000,0.09902724480304585
433000000,0.09863809865309589
434000000,0.09825123708144039
435000000,0.09786664274679964
436000000,0.09748429846454332
437000000,0.09710418720509965
438000000,0.09672629209238684
439000000,0.09635059640225715
440000000,0.09597708356096492
441000000,0.09560573714364418
442000000,0.09523654087281086
443000000,0.09486947861686401
444000000,0.09450453438862903
445000000,0.09414169234388799
446000000,0.09378093677995036
447000000,0.09342225213422668
448000000,0.09306562298281898
449000000,0.09271103403911982
450000000,0.09235847015244318
451000000,0.09200791630665985
452000000,0.0916593576188371
453000000,0.09131277933792337
454000000,0.09096816684340571
455000000,0.09062550564401867
456000000,0.0902847813764468
457000000,0.0899459798040417
458000000,0.0896090868155742
459000000,0.08927408842395872
460000000,0.08894097076503403
461000000,0.08860972009633279
462000000,0.08828032279586953
463000000,0.08795276536094594
464000000,0.08762703440696314
465000000,0.08730311666625004
466000000,0.08698099898690007
467000000,0.08666066833162807
468000000,0.08634211177663467
469000000,0.08602531651047883
470000000,0.08571026983297435
471000000,0.0853969591540846
472000000,0.08508537199283485
473000000,0.0847754959762464
474000000,0.08446731883825855
475000000,0.08416082841868229
476000000,0.08385601266217035
477000000,0.08355285961715761
478000000,0.08325135743487838
479000000,0.08295149436832977
480000000,0.08265325877128298
481000000,0.08235663909730655
482000000,0.08206162389877734
483000000,0.08176820182591546
484000000,0.08147636162583222
485000000,0.08118609214158919
486000000,0.08089738231126159
487000000,0.08061022116699484
488000000,0.08032459783411902
489000000,0.08004050153022259
490000000,0.079757921564259
491000000,0.07947684733566782
492000000,0.07919726833348978
493000000,0.07891917413551065
494000000,0.0786425544073775
495000000,0.07836739890178121
496000000,0.07809369745759719
497000000,0.07782143999905643
498000000,0.07755061653492284
499000000,0.07728121715768899
500000000,0.07701323204274706
501000000,0.07674665144762147
502000000,0.07648146571116576
503000000,0.07621766525277236
504000000,0.07595524057162699
505000000,0.07569418224592071
506000000,0.07543448093210338
507000000,0.07517612736414307
508000000,0.07491911235277565
509000000,0.07466342678477231
510000000,0.07440906162223369
511000000,0.07415600790184734
512000000,0.07390425673419374
513000000,0.07365379930304758
514000000,0.07340462686467149
515000000,0.07315673074714284
516000000,0.07291010234965593
517000000,0.07266473314187456
518000000,0.07242061466324481
519000000,0.07217773852234249
520000000,0.07193609639622263
521000000,0.07169568002978212
522000000,0.07145648123510698
523000000,0.07121849189085371
524000000,0.07098170394161764
525000000,0.07074610939731142
526000000,0.07051170033256221
527000000,0.07027846888610348
528000000,0.07004640726016745
529000000,0.06981550771990239
530000000,0.06958576259278516
531000000,0.06935716426802667
532000000,0.06912970519602046
533000000,0.06890337788774939
534000000,0.06867817491424176
535000000,0.06845408890599969
536000000,0.06823111255246121
537000000,0.06800923860144791
538000000,0.06778845985861591
539000000,0.0675687691869474
540000000,0.06735015950618573
541000000,0.06713262379234292
542000000,0.06691615507716624
543000000,0.06670074644763239
544000000,0.06648639104542807
545000000,0.06627308206646208
546000000,0.06606081276036681
547000000,0.06584957642998437
548000000,0.06563936643091525
549000000,0.06543017617100973
550000000,0.06522199910989315
551000000,0.06501482875850796
552000000,0.06480865867863278
553000000,0.06460348248242567
554000000,0.06439929383196194
555000000,0.06419608643878745
556000000,0.0639938540634624
557000000,0.06379259051512282
558000000,0.06359228965103961
559000000,0.06339294537618061
560000000,0.06319455164278211
561000000,0.06299710244992461
562000000,0.06280059184310477
563000000,0.06260501391382534
564000000,0.06241036279916726
565000000,0.06221663268140652
566000000,0.06202381778757814
567000000,0.06183191238909443
568000000,0.06164091080134664
569000000,0.06145080738329887
570000000,0.06126159653711341
571000000,0.06107327270776128
572000000,0.06088583038263366
573000000,0.06069926409117431
574000000,0.06051356840449569
575000000,0.06032873793501865
576000000,0.06014476733610038
577000000,0.05996165130167306
578000000,0.05977938456587897
579000000,0.05959796190272719
580000000,0.0594173781257302
581000000,0.0592376280875602
582000000,0.05905870667970303
583000000,0.0588806088321159
584000000,0.05870332951289055
585000000,0.05852686372791924
586000000,0.05835120652056244
587000000,0.05817635297130998
588000000,0.05800229819747624
589000000,0.05782903735286457
590000000,0.05765656562744433
591000000,0.05748487824705406
592000000,0.05731397047306767
593000000,0.05714383760209569
594000000,0.05697447496568308
595000000,0.05680587792999361
596000000,0.05663804189552473
597000000,0.05647096229679058
598000000,0.05630463460204838
599000000,0.05613905431298889
600000000,0.05597421696446243
601000000,0.05581011812417955
602000000,0.05564675339243928
603000000,0.05548411840184025
604000000,0.05532220881700731
605000000,0.05516102033431816
606000000,0.05500054868162089
607000000,0.05484078961797575
608000000,0.05468173893338955
609000000,0.0545233924485331
610000000,0.054365746014501
611000000,0.05420879551253885
612000000,0.0540525368537909
613000000,0.05389696597904717
614000000,0.05374207885847992
615000000,0.05358787149141649
616000000,0.05343433990606709
617000000,0.05328148015929718
618000000,0.05312928833637617
619000000,0.05297776055074797
620000000,0.05282689294377667
621000000,0.05267668168452486
622000000,0.05252712296951129
623000000,0.05237821302249127
624000000,0.05222994809421157
625000000,0.05208232446220012
626000000,0.05193533843052627
627000000,0.05178898632959405
628000000,0.05164326451590607
629000000,0.05149816937185769
630000000,0.05135369730551356
631000000,0.05120984475039887
632000000,0.05106660816528163
633000000,0.05092398403396636
634000000,0.05078196886508486
635000000,0.05064055919189077
636000000,0.05049975157205236
637000000,0.0503595425874622
638000000,0.0502199288440102
639000000,0.05008090697141902
640000000,0.04994247362302041
641000000,0.04980462547557492
642000000,0.04966735922907604
643000000,0.04953067160655044
644000000,0.04939455935388597
645000000,0.04925901923962244
646000000,0.04912404805479393
647000000,0.04898964261270816
648000000,0.04885579974880059
649000000,0.04872251632042696
650000000,0.04858978920670074
651000000,0.04845761530830466
652000000,0.04832599154732155
653000000,0.04819491486706148
654000000,0.04806438223188184
655000000,0.04793439062702302
656000000,0.04780493705843521
657000000,0.0476760185526194
658000000,0.04754763215644345
659000000,0.04741977493699635
660000000,0.04729244398141565
661000000,0.047165636396721
662000000,0.04703934930967019
663000000,0.04691357986658232
664000000,0.0467883252331919
665000000,0.04666358259448912
666000000,0.04653934915456689
667000000,0.04641562213646726
668000000,0.04629239878202721
669000000,0.04616967635173132
670000000,0.04604745212456798
671000000,0.04592572339786592
672000000,0.04580448748716852
673000000,0.04568374172607519
674000000,0.04556348346610253
675000000,0.04544371007653582
676000000,0.04532441894430525
677000000,0.0452056074738254
678000000,0.04508727308686607
679000000,0.04496941322242264
680000000,0.04485202533656527
681000000,0.04473510690231323
682000000,0.04461865540950474
683000000,0.04450266836465584
684000000,0.04438714329083198
685000000,0.04427207772752394
686000000,0.04415746923051013
687000000,0.04404331537174055
688000000,0.04392961373919615
689000000,0.0438163619367718
690000000,0.04370355758415563
691000000,0.04359119831669885
692000000,0.04347928178529455
693000000,0.04336780565626176
694000000,0.04325676761122119
695000000,0.04314616534697602
696000000,0.04303599657539816
697000000,0.04292625902330834
698000000,0.04281695043236097
699000000,0.04270806855893462
700000000,0.04259961117400596
701000000,0.04249157606304801
702000000,0.04238396102592145
703000000,0.04227676387674822
704000000,0.04216998244382176
705000000,0.04206361456947862
706000000,0.04195765811000769
707000000,0.04185211093553278
708000000,0.04174697092991098
709000000,0.04164223599062897
710000000,0.04153790402868982
711000000,0.04143397296852877
712000000,0.04133044074788456
713000000,0.04122730531772639
714000000,0.04112456464213136
715000000,0.04102221669819889
716000000,0.04092025947594153
717000000,0.04081869097819716
718000000,0.04071750922052318
719000000,0.04061671223110561
720000000,0.04051629805066072
721000000,0.04041626473234883
722000000,0.04031661034166611
723000000,0.04021733295636268
724000000,0.04011843066634791
725000000,0.04001990157359962
726000000,0.03992174379206941
727000000,0.03982395544760116
728000000,0.0397265346778316
729000000,0.03962947963211257
730000000,0.03953278847141554
731000000,0.03943645936824881
732000000,0.03934049050657378
733000000,0.03924488008171375
734000000,0.03914962630027122
735000000,0.03905472738005129
736000000,0.03896018154996847
737000000,0.03886598704996539
738000000,0.03877214213094671
739000000,0.03867864505467125
740000000,0.03858549409369601
741000000,0.03849268753128392
742000000,0.03840022366132839
743000000,0.03830810078827321
744000000,0.0382163172270408
745000000,0.03812487130294601
746000000,0.03803376135162938
747000000,0.03794298571897193
748000000,0.03785254276102939
749000000,0.03776243084395421
750000000,0.03767264834391795
751000000,0.03758319364704154
752000000,0.03749406514932704
753000000,0.03740526125657612
754000000,0.0373167803843267
755000000,0.0372286209577824
756000000,0.03714078141173392
757000000,0.03705326019049824
758000000,0.03696605574784879
759000000,0.0368791665469387
760000000,0.03679259106024812
761000000,0.03670632776949986
762000000,0.03662037516560748
763000000,0.03653473174859614
764000000,0.03644939602754749
765000000,0.03636436652053221
766000000,0.03627964175454048
767000000,0.03619522026542427
768000000,0.03611110059782391
769000000,0.03602728130512596
770000000,0.03594376094937492
771000000,0.03586053810123038
772000000,0.03577761133989285
773000000,0.03569497925305205
774000000,0.03561264043682825
775000000,0.03553059349570091
776000000,0.03544883704245694
777000000,0.03536736969813197
778000000,0.03528619009195346
779000000,0.03520529686127132
780000000,0.03512468865152089
781000000,0.03504436411614149
782000000,0.03496432191654099
783000000,0.03488456072202963
784000000,0.03480507920976527
785000000,0.03472587606469693
786000000,0.03464694997951474
787000000,0.03456829965459493
788000000,0.03448992379793532
789000000,0.0344118211251206
790000000,0.0343339903592508
791000000,0.03425643023090465
792000000,0.03417913947807274
793000000,0.03410211684611852
794000000,0.03402536108771761
795000000,0.03394887096281639
796000000,0.03387264523856778
797000000,0.03379668268929498
798000000,0.03372098209643454
799000000,0.03364554224848985
800000000,0.033570361940975
801000000,0.03349543997637964
802000000,0.03342077516411427
803000000,0.03334636632045163
804000000,0.03327221226849857
805000000,0.03319831183813874
806000000,0.03312466386598457
807000000,0.0330512671953317
808000000,0.03297812067612203
809000000,0.03290522316488331
810000000,0.03283257352470084
811000000,0.03276017062515032
812000000,0.0326880133422812
813000000,0.03261610055855203
814000000,0.03254443116278943
815000000,0.03247300405015212
816000000,0.03240181812208707
817000000,0.03233087228627703
818000000,0.03226016545660505
819000000,0.03218969655311871
820000000,0.03211946450197307
821000000,0.03204946823540793
822000000,0.03197970669168659
823000000,0.03191017881507447
824000000,0.03184088355578019
825000000,0.03177181986993478
826000000,0.03170298671953325
827000000,0.03163438307240884
828000000,0.03156600790218791
829000000,0.03149786018824857
830000000,0.03142993891568971
831000000,0.03136224307529041
832000000,0.03129477166345745
833000000,0.03122752368221585
834000000,0.03116049813914672
835000000,0.03109369404736145
836000000,0.03102711042545891
837000000,0.03096074629749969
838000000,0.03089460069295772
839000000,0.03082867264668964
840000000,0.03076296119889978
841000000,0.03069746539510294
842000000,0.03063218428608926
843000000,0.03056711692789331
844000000,0.03050226238175226
845000000,0.03043761971407607
846000000,0.03037318799641287
847000000,0.0303089663054186
848000000,0.0302449537228143
849000000,0.03018114933535883
850000000,0.03011755223482242
851000000,0.03005416151793746
852000000,0.02999097628637849
853000000,0.02992799564672873
854000000,0.02986521871044269
855000000,0.0298026445938176
856000000,0.0297402724179648
857000000,0.02967810130877014
858000000,0.0296161303968714
859000000,0.02955435881762529
860000000,0.02949278571107241
861000000,0.02943141022191127
862000000,0.02937023149945921
863000000,0.02930924869764301
864000000,0.02924846097494617
865000000,0.0291878674943968
866000000,0.02912746742351843
867000000,0.02906725993432938
868000000,0.02900724420328431
869000000,0.02894741941126244
870000000,0.02888778474354089
871000000,0.02882833938975348
872000000,0.02876908254387903
873000000,0.02871001340419585
874000000,0.02865113117326729
875000000,0.02859243505791179
876000000,0.02853392426917375
877000000,0.0284755980222917
878000000,0.02841745553668322
879000000,0.02835949603591247
880000000,0.02830171874765357
881000000,0.02824412290368581
882000000,0.02818670773984799
883000000,0.02812947249602184
884000000,0.02807241641611204
885000000,0.02801553874800224
886000000,0.02795883874354653
887000000,0.02790231565854243
888000000,0.0278459687526973
889000000,0.02778979728961214
890000000,0.02773380053675376
891000000,0.02767797776542734
892000000,0.02762232825076396
893000000,0.02756685127167757
894000000,0.02751154611085736
895000000,0.02745641205473804
896000000,0.02740144839347738
897000000,0.0273466544209321
898000000,0.02729202943463289
899000000,0.02723757273576682
900000000,0.02718328362914744
901000000,0.02712916142320305
902000000,0.02707520542993783
903000000,0.02702141496492524
904000000,0.02696778934728054
905000000,0.02691432789963122
906000000,0.02686102994810863
907000000,0.02680789482231531
908000000,0.02675492185530889
909000000,0.02670211038358099
910000000,0.02664945974703242
911000000,0.02659696928895112
912000000,0.02654463835600085
913000000,0.02649246629819291
914000000,0.02644045246886049
915000000,0.02638859622465043
916000000,0.02633689692549432
917000000,0.0262853539345904
918000000,0.02623396661838426
919000000,0.02618273434655099
920000000,0.02613165649196574
921000000,0.02608073243070159
922000000,0.02602996154199324
923000000,0.02597934320822383
924000000,0.02592887681491018
925000000,0.02587856175067528
926000000,0.0258283974072367
927000000,0.0257783831793882
928000000,0.02572851846497047
929000000,0.02567880266486624
930000000,0.0256292351829729
931000000,0.02557981542618657
932000000,0.02553054280438605
933000000,0.02548141673041016
934000000,0.0254324366200496
935000000,0.02538360189201407
936000000,0.02533491196793114
937000000,0.02528636627231162
938000000,0.02523796423254873
939000000,0.02518970527889158
940000000,0.02514158884442972
941000000,0.02509361436507017
942000000,0.02504578127953801
943000000,0.0249980890293382
944000000,0.02495053705875302
945000000,0.02490312481482197
946000000,0.02485585174731995
947000000,0.02480871730875396
948000000,0.02476172095433322
949000000,0.02471486214195467
950000000,0.02466814033219876
951000000,0.02462155498830252
952000000,0.02457510557614221
953000000,0.02452879156423206
954000000,0.02448261242368895
955000000,0.02443656762823083
956000000,0.02439065665416121
957000000,0.02434487898034351
958000000,0.02429923408819988
959000000,0.02425372146168132
960000000,0.02420834058726831
961000000,0.02416309095394121
962000000,0.02411797205317433
963000000,0.02407298337892251
964000000,0.02402812442760162
965000000,0.02398339469807316
966000000,0.02393879369163755
967000000,0.02389432091201108
968000000,0.02384997586532015
969000000,0.02380575806007539
970000000,0.02376166700717722
971000000,0.02371770221987564
972000000,0.02367386321378553
973000000,0.02363014950684438
974000000,0.02358656061932545
975000000,0.02354309607380145
976000000,0.02349975539514724
977000000,0.02345653811051801
978000000,0.02341344374934129
979000000,0.02337047184329566
980000000,0.02332762192631076
981000000,0.02328489353454046
982000000,0.02324228620635913
983000000,0.0231997994823478
984000000,0.0231574329052764
985000000,0.02311518602009684
986000000,0.02307305837392618
987000000,0.02303104951604085
988000000,0.02298915899785302
989000000,0.02294738637291009
990000000,0.02290573119687729
991000000,0.02286419302752258
992000000,0.022822771424711
993000000,0.02278146595038898
994000000,0.02274027616856998
995000000,0.02269920164533205
996000000,0.02265824194879339
997000000,0.02261739664911202
998000000,0.02257666531846612
999000000,0.02253604753104768
1000000000,0.02249554286304673
1001000000,0.02245515089264856
1002000000,0.02241487120001097
1003000000,0.02237470336726026
1004000000,0.02233464697847683
1005000000,0.0222947016196905
1006000000,0.02225486687885988
1007000000,0.02221514234587085
1008000000,0.02217552761251713
1009000000,0.02213602227249883
1010000000,0.02209662592140021
1011000000,0.02205733815669206
1012000000,0.02201815857771174
1013000000,0.0219790867856539
1014000000,0.02194012238356678
1015000000,0.0219012649763342
1016000000,0.02186251417066721
1017000000,0.02182386957509606
1018000000,0.02178533079996085
1019000000,0.02174689745739311
1020000000,0.02170856916132026
1021000000,0.02167034552744321
1022000000,0.02163222617323098
1023000000,0.02159421071791117
1024000000,0.02155629878245992
1025000000,0.02151848998959487
1026000000,0.0214807839637564
1027000000,0.02144318033111097
1028000000,0.02140567871953191
1029000000,0.02136827875859296
1030000000,0.02133098007956348
1031000000,0.02129378231539057
1032000000,0.0212566851006925
1033000000,0.02121968807175598
1034000000,0.02118279086652184
1035000000,0.02114599312457292
1036000000,0.0211092944871303
1037000000,0.02107269459704406
1038000000,0.0210361930987798
1039000000,0.02099978963841706
1040000000,0.020963483863628
1041000000,0.0209272754236888
1042000000,0.02089116396944886
1043000000,0.02085514915334016
1044000000,0.02081923062935667
1045000000,0.02078340805305087
1046000000,0.02074768108152147
1047000000,0.02071204937341804
1048000000,0.02067651258891381
1049000000,0.0206410703897081
1050000000,0.02060572243901852
1051000000,0.02057046840156675
1052000000,0.02053530794357965
1053000000,0.02050024073277499
1054000000,0.02046526643834674
1055000000,0.02043038473097434
1056000000,0.02039559528280098
1057000000,0.02036089776742618
1058000000,0.02032629185990806
1059000000,0.02029177723674213
1060000000,0.02025735357586846
1061000000,0.02022302055664768
1062000000,0.02018877785986799
1063000000,0.02015462516772683
1064000000,0.02012056216383068
1065000000,0.02008658853318449
1066000000,0.02005270396217867
1067000000,0.0200189081385964
1068000000,0.01998520075158957
1069000000,0.01995158149168254
1070000000,0.01991805005076202
1071000000,0.01988460612206711
1072000000,0.0198512494001856
1073000000,0.01981797958104293
1074000000,0.01978479636190314
1075000000,0.01975169944135231
1076000000,0.0197186885192916
1077000000,0.01968576329694336
1078000000,0.01965292347683118
1079000000,0.0196201687627736
1080000000,0.01958749885988342
